	first_name	last_name	grid_iden	freq	full_name
2642	Ricardo	Rocha	grid.5335.0	1	r_rocha
2643	Ricardo	Rocha	grid.5808.5	1	r_rocha
2644	Ricardo	Rocha	grid.9983.b	1	r_rocha
2645	Marie-Morgane	Rouyer	grid.433534.6	1	m_rouyer
2646	Katherine A.	Sainsbury	grid.5335.0	1	k_sainsbury
2647	Katherine A.	Sainsbury	grid.17089.37	1	k_sainsbury
2648	Richard	Schuster		1	r_schuster
2649	Dominik	Schwab	grid.7450.6	1	d_schwab
2650	Çağan H.	Şekercioğlu	grid.15876.3d	1	c_sekercioglu
2651	Çağan H.	Şekercioğlu	grid.223827.e	1	c_sekercioglu
2652	Hemin	Seo	grid.31501.36	1	h_seo
2653	Yushin	Shinoda	grid.136594.c	1	y_shinoda
2654	Rebecca K.	Smith	grid.5335.0	1	r_smith
2655	Shan-dar	Tao	grid.267625.2	1	s_tao
2656	Ming-shan	Tsai	grid.4991.5	1	m_tsai
2657	Elizabeth	Tyler	grid.5335.0	1	e_tyler
2658	Flóra	Vajna	grid.424945.a	1	f_vajna
2659	Flóra	Vajna	grid.483037.b	1	f_vajna
2660	José Osvaldo	Valdebenito	grid.7340.0	1	j_valdebenito
2661	José Osvaldo	Valdebenito	grid.7122.6	1	j_valdebenito
2662	Svetlana	Vozykova	grid.35915.3b	1	s_vozykova
2663	Paweł	Waryszak	grid.1021.2	1	p_waryszak
2664	Veronica	Zamora-Gutierrez	grid.418275.d	1	v_zamora-gutierrez
2665	Rafael D.	Zenni	grid.411269.9	1	r_zenni
2666	Wenjun	Zhou	grid.12981.33	1	w_zhou
2667	T.	Stöver		1	t_stoever
2668	S.	Dazert	grid.5570.7	1	s_dazert
2669	S. K.	Plontke	grid.461820.9	1	s_plontke
2670	S.	Kramer		1	s_kramer
2671	P.	Ambrosch	grid.412468.d	1	p_ambrosch
2672	C.	Arens	grid.411559.d	1	c_arens
2673	C.	Betz	grid.13648.38	1	c_betz
2674	C.	Bohr	grid.411941.8	1	c_bohr
2675	K.-L.	Bruchhage	grid.412468.d	1	k_bruchhage
2676	M.	Canis	grid.411095.8	1	m_canis
2677	M.	Canis	grid.5252.0	1	m_canis
2678	A.	Dietz	grid.411339.d	1	a_dietz
2679	O.	Guntinas-Lichius	grid.275559.9	1	o_guntinas-lichius
2680	R.	Hagen	grid.411760.5	1	r_hagen
2681	W.	Hosemann	grid.412469.c	1	w_hosemann
2682	H.	Iro	grid.411668.c	1	h_iro
2683	J. P	Klussmann	grid.6190.e	1	j_klussmann
2684	A.	Knopf	grid.7708.8	1	a_knopf
2685	S.	Lang	grid.410718.b	1	s_lang
2686	M.	Leinung		1	m_leinung
2687	T.	Lenarz	grid.10423.34	1	t_lenarz
2688	H.	Löwenheim	grid.411544.1	1	h_loewenheim
2689	C.	Matthias	grid.410607.4	1	c_matthias
2690	R.	Mlynski	grid.413108.f	1	r_mlynski
2691	H.	Olze	grid.6363.0	1	h_olze
2692	J.	Park	grid.412581.b	1	j_park
2693	P.	Plinkert	grid.5253.1	1	p_plinkert
2694	A.	Radeloff		1	a_radeloff
2695	N.	Rotter	grid.411778.c	1	n_rotter
2696	C.	Rudack	grid.16149.3b	1	c_rudack
2697	A.	Bozzato	grid.411937.9	1	a_bozzato
2698	J.	Schipper	grid.14778.3d	1	j_schipper
2699	M.	Schrader		1	m_schrader
2700	P. J.	Schuler	grid.410712.1	1	p_schuler
2701	S.	Strieth	grid.15090.3d	1	s_strieth
2702	B. A.	Stuck	grid.10253.35	1	b_stuck
2703	S.	Volkenstein	grid.5570.7	1	s_volkenstein
2704	M.	Westhofen	grid.412301.5	1	m_westhofen
2705	G.	Wolf	grid.411067.5	1	g_wolf
2706	G.	Wolf	grid.8664.c	1	g_wolf
2707	G.	Wolf	grid.492163.b	1	g_wolf
2708	B.	Wollenberg	grid.15474.33	1	b_wollenberg
2709	T.	Zahnert	grid.412282.f	1	t_zahnert
2710	J.	Zenk	grid.419801.5	1	j_zenk
2711	T. K.	Hoffmann	grid.410712.1	1	t_hoffmann
2712	Emek	Kocatürk	grid.15876.3d	1	e_kocatuerk
2713	Andaç	Salman	grid.16477.33	1	a_salman
2714	Ivan	Cherrez‐Ojeda	grid.442156.0	1	i_cherrez‐ojeda
2715	Paulo Ricardo	Criado	grid.419034.b	1	p_criado
2716	Jonny	Peter	grid.7836.a	1	j_peter
2717	Elif	Comert‐Ozer	grid.16477.33	1	e_comert‐ozer
2718	Mohamed	Abuzakouk		1	m_abuzakouk
2719	Rosana Câmara	Agondi	grid.11899.38	1	r_agondi
2720	Mona	Al‐Ahmad	grid.411196.a	1	m_al‐ahmad
2721	Sabine	Altrichter	grid.6363.0	1	s_altrichter
2722	Rand	Arnaout	grid.415310.2	1	r_arnaout
2723	Luisa Karla	Arruda	grid.11899.38	1	l_arruda
2724	Riccardo	Asero		1	r_asero
2725	Moshe	Ben‐Shoshan	grid.63984.30	1	m_ben‐shoshan
2726	Jonathan A.	Bernstein	grid.24827.3b	1	j_bernstein
2727	Mojca	Bizjak	grid.412388.4	1	m_bizjak
2728	Isabelle	Boccon‐Gibod	grid.410529.b	1	i_boccon‐gibod
2729	Laurence	Bouillet	grid.410529.b	1	l_bouillet
2730	Zenon	Brzoza	grid.107891.6	1	z_brzoza
2731	Paula	Busse	grid.416167.3	1	p_busse
2732	Regis A	Campos	grid.8399.b	1	r_campos
2733	Emily	Carne	grid.241103.5	1	e_carne
2734	Niall	Conlon	grid.8217.c	1	n_conlon
2735	Roberta F.	Criado	grid.419034.b	1	r_criado
2736	Eduardo M. Souza	Lima		1	e_lima
2737	Semra	Demir	grid.9601.e	1	s_demir
2738	Joachim	Dissemond	grid.5718.b	1	j_dissemond
2739	Sibel Doğan	Günaydın	grid.14442.37	1	s_guenaydın
2740	Irina	Dorofeeva	grid.18919.38	1	i_dorofeeva
2741	Luis Felipe	Ensina	grid.411249.b	1	l_ensina
2742	Ragıp	Ertaş		1	r_ertas
2743	Silvia Mariel	Ferrucci	grid.414818.0	1	s_ferrucci
2744	Ignasi	Figueras‐Nart	grid.5841.8	1	i_figueras‐nart
2745	Daria	Fomina	grid.448878.f	1	d_fomina
2746	Sylvie M	Franken	grid.509540.d	1	s_franken
2747	Atsushi	Fukunaga	grid.31432.37	1	a_fukunaga
2748	Ana M.	Giménez‐Arnau		1	a_giménez‐arnau
2749	Kiran	Godse	grid.444604.6	1	k_godse
2750	Margarida	Gonçalo	grid.8051.c	1	m_goncalo
2751	Maia	Gotua		1	m_gotua
2752	Clive	Grattan	grid.420545.2	1	c_grattan
2753	Carole	Guillet	grid.412004.3	1	c_guillet
2754	Naoko	Inomata	grid.268441.d	1	n_inomata
2755	Gul	Karakaya	grid.14442.37	1	g_karakaya
2756	Alicja	Kasperska‐Zając	grid.411728.9	1	a_kasperska‐zając
2757	Constance H	Katelaris	grid.460708.d	1	c_katelaris
2758	Mitja	Košnik	grid.412388.4	1	m_košnik
2759	Dorota	Krasowska	grid.411484.c	1	d_krasowska
2760	Kanokvalai	Kulthanan	grid.10223.32	1	k_kulthanan
2761	M. Sendhil	Kumaran	grid.415131.3	1	m_kumaran
2762	Claudia	Lang	grid.412004.3	1	c_lang
2763	José Ignacio	Larco‐Sousa		1	j_larco‐sousa
2764	Elisavet	Lazaridou	grid.4793.9	1	e_lazaridou
2765	Tabi Anika	Leslie	grid.426108.9	1	t_leslie
2766	Undine	Lippert	grid.7450.6	1	u_lippert
2767	Oscar Calderón	llosa		1	o_llosa
2768	Michael	Makris	grid.5216.0	1	m_makris
2769	Alexander	Marsland	grid.5379.8	1	a_marsland
2770	Iris V.	Medina		1	i_medina
2771	Raisa	Meshkova	grid.446122.7	1	r_meshkova
2772	Esther Bastos	Palitot	grid.488480.8	1	e_palitot
2773	Claudio A.S.	Parisi	grid.414775.4	1	c_parisi
2774	Julia	Pickert	grid.10253.35	1	j_pickert
2775	German D.	Ramon		1	g_ramon
2776	Mónica	Rodríguez‐Gonzalez	grid.414680.f	1	m_rodríguez‐gonzalez
2777	Nelson	Rosario	grid.20736.30	1	n_rosario
2778	Michael	Rudenko		1	m_rudenko
2779	Krzysztof	Rutkowski	grid.420545.2	1	k_rutkowski
2780	Jorge	Sánchez	grid.412881.6	1	j_sánchez
2781	Bulent Enis	Sekerel	grid.14442.37	1	b_sekerel
2782	Faradiba S.	Serpa		1	f_serpa
2783	Esther	Serra‐Baldrich	grid.413396.a	1	e_serra‐baldrich
2784	Zhiqiang	Song	grid.410570.7	1	z_song
2785	Zhiqiang	Song	grid.416208.9	1	z_song
2786	Angèle	Soria		1	a_soria
2787	Maria	Staevska	grid.410563.5	1	m_staevska
2788	Anna	Tagka	grid.5216.0	1	a_tagka
2789	Shunsuke	Takahagi	grid.257022.0	1	s_takahagi
2790	Simon Francis	Thomsen	grid.411702.1	1	s_thomsen
2791	Regina	Treudler		1	r_treudler
2792	Zahava	Vadasz	grid.6451.6	1	z_vadasz
2793	Zahava	Vadasz	grid.414529.f	1	z_vadasz
2794	Solange Oliveira Rodrigues	Valle	grid.8536.8	1	s_valle
2795	Martijn B.A.	Van Doorn	grid.5645.2	1	m_van doorn
2796	Christian	Vestergaard	grid.154185.c	1	c_vestergaard
2797	Nicola	Wagner	grid.5330.5	1	n_wagner
2798	Dahu	Wang	grid.452702.6	1	d_wang
2799	Liangchun	Wang	grid.412536.7	1	l_wang
2800	Paraskevi	Xepapadaki	grid.5216.0	1	p_xepapadaki
2801	Esra	Yücel	grid.9601.e	1	e_yuecel
2802	Anna	Zalewska‐Janowska	grid.8267.b	1	a_zalewska‐janowska
2803	Zuotao	Zhao	grid.411472.5	1	z_zhao
2804	Tobias	Gerber	grid.419518.0	1	t_gerber
2805	Cristina	Loureiro	grid.5801.c	1	c_loureiro
2806	Nico	Schramma	grid.419514.c	1	n_schramma
2807	Siyu	Chen	grid.419514.c	1	s_chen
2808	Siyu	Chen	grid.6936.a	1	s_chen
2809	Akanksha	Jain	grid.5801.c	1	a_jain
2810	Anne	Weber	grid.419514.c	1	a_weber
2811	Anne	Weigert	grid.419518.0	1	a_weigert
2812	Malgorzata	Santel	grid.5801.c	1	m_santel
2813	Karen	Alim	grid.419514.c	1	k_alim
2814	Karen	Alim	grid.6936.a	1	k_alim
2815	Barbara	Treutlein	grid.5801.c	1	b_treutlein
2816	J. Gray	Camp	grid.508836.0	1	j_camp
2817	J. Gray	Camp	grid.6612.3	1	j_camp
2818	Minh D.	Le	grid.267852.c	1	m_le
2819	Sivakumara	Manu	grid.417634.3	1	s_manu
2820	Clément J.	Rabarivola		1	c_rabarivola
2821	Alphonse	Zaramody		1	a_zaramody
2822	Nicole	Andriaholinirina		1	n_andriaholinirina
2823	Kyle Kai‐How	Farh	grid.185669.5	1	k_farh
2824	Tomas	Marques‐Bonet	grid.507636.1	1	t_marques‐bonet
2825	Tomas	Marques‐Bonet	grid.425902.8	1	t_marques‐bonet
2826	Tomas	Marques‐Bonet	grid.11478.3b	1	t_marques‐bonet
2827	Tomas	Marques‐Bonet	grid.7080.f	1	t_marques‐bonet
2828	Oliver	Fiala	grid.451312.0	1	o_fiala
2829	Enrique	Delamónica	grid.420318.c	1	e_delamónica
2830	Gerardo	Escaroz		1	g_escaroz
2831	Ismael Cid	Martinez	grid.420318.c	1	i_martinez
2832	Ismael Cid	Martinez	grid.264933.9	1	i_martinez
2833	José	Espinoza-Delgado	grid.420318.c	1	j_espinoza-delgado
2834	José	Espinoza-Delgado	grid.7450.6	1	j_espinoza-delgado
2835	Aristide	Kielem	grid.420318.c	1	a_kielem
2836	Andrea	Murru	grid.410458.c	1	a_murru
2837	Mirko	Manchia	grid.7763.5	1	m_manchia
2838	Mirko	Manchia	grid.55602.34	1	m_manchia
2839	Tomas	Hajek	grid.55602.34	1	t_hajek
2840	René E.	Nielsen	grid.5117.2	1	r_nielsen
2841	René E.	Nielsen	grid.27530.33	1	r_nielsen
2842	Gabriele	Sani	grid.8142.f	1	g_sani
2843	Gabriele	Sani	grid.411075.6	1	g_sani
2844	Thomas G.	Schulze	grid.5252.0	1	t_schulze
2845	Thomas G.	Schulze	grid.411095.8	1	t_schulze
2846	Thomas G.	Schulze	grid.411023.5	1	t_schulze
2847	Thomas G.	Schulze	grid.411984.1	1	t_schulze
2848	Thomas G.	Schulze	grid.7450.6	1	t_schulze
2849	Thomas G.	Schulze	grid.21107.35	1	t_schulze
2850	Thomas G.	Schulze	grid.413757.3	1	t_schulze
2851	Leonardo	Tondo	grid.240206.2	1	l_tondo
2852	Leonardo	Tondo	grid.38142.3c	1	l_tondo
2853	Michael	Bauer		1	m_bauer
2854	Antje	Wulff	grid.10423.34	1	a_wulff
2855	Claas	Baier	grid.10423.34	1	c_baier
2856	Sarah	Ballout	grid.10423.34	1	s_ballout
2857	Erik	Tute	grid.10423.34	1	e_tute
2858	Kim Katrin	Sommer	grid.10423.34	1	k_sommer
2859	Martin	Kaase	grid.7450.6	1	m_kaase
2860	Anneka	Sargeant	grid.7450.6	1	a_sargeant
2861	Cora	Drenkhahn	grid.4562.5	1	c_drenkhahn
2862	Dirk	Schlüter	grid.10423.34	1	d_schlueter
2863	Michael	Marschollek	grid.10423.34	1	m_marschollek
2864	Elke	Gabriel	grid.411327.2	1	e_gabriel
2865	Elke	Gabriel	grid.14778.3d	1	e_gabriel
2866	Walid	Albanna	grid.6190.e	1	w_albanna
2867	Walid	Albanna	grid.1957.a	1	w_albanna
2868	Giovanni	Pasquini	grid.4488.0	1	g_pasquini
2869	Giovanni	Pasquini	grid.10388.32	1	g_pasquini
2870	Anand	Ramani	grid.411327.2	1	a_ramani
2871	Anand	Ramani	grid.14778.3d	1	a_ramani
2872	Natasia	Josipovic	grid.411984.1	1	n_josipovic
2873	Natasia	Josipovic	grid.7450.6	1	n_josipovic
2874	Aruljothi	Mariappan	grid.411327.2	1	a_mariappan
2875	Aruljothi	Mariappan	grid.14778.3d	1	a_mariappan
2876	Friedrich	Schinzel	grid.411327.2	1	f_schinzel
2877	Friedrich	Schinzel	grid.14778.3d	1	f_schinzel
2878	Celeste M.	Karch		1	c_karch
2879	Guobin	Bao	grid.411984.1	1	g_bao
2880	Guobin	Bao	grid.7450.6	1	g_bao
2881	Marco	Gottardo	grid.411327.2	1	m_gottardo
2882	Marco	Gottardo	grid.14778.3d	1	m_gottardo
2883	Jürgen	Hescheler	grid.6190.e	1	j_hescheler
2884	Silvio O.	Rizzoli	grid.411984.1	1	s_rizzoli
2885	Silvio O.	Rizzoli	grid.7450.6	1	s_rizzoli
2886	Janine	Altmüller	grid.6190.e	1	j_altmueller
2887	Giuliano	Callaini	grid.9024.f	1	g_callaini
2888	Giuliano	Callaini	grid.6190.e	1	g_callaini
2889	Argyris	Papantonis	grid.411984.1	1	a_papantonis
2890	Argyris	Papantonis	grid.7450.6	1	a_papantonis
2891	Olivier	Goureau		1	o_goureau
2892	Volker	Busskamp	grid.4488.0	1	v_busskamp
2893	Volker	Busskamp	grid.10388.32	1	v_busskamp
2894	Toni	Schneider	grid.6190.e	1	t_schneider
2895	Jay	Gopalakrishnan	grid.411327.2	1	j_gopalakrishnan
2896	Jay	Gopalakrishnan	grid.14778.3d	1	j_gopalakrishnan
2897	Harold K.	Elias	grid.51462.34	1	h_elias
2898	Georg M. N.	Behrens	grid.10423.34	1	g_behrens
2899	Alfred Hyoungju	Kim	grid.4367.6	1	a_kim
2900	Vanessa	Raeder	grid.46699.34	1	v_raeder
2901	Vanessa	Raeder	grid.4488.0	1	v_raeder
2902	Iro	Boura	grid.46699.34	1	i_boura
2903	Iro	Boura	grid.13097.3c	1	i_boura
2904	Valentina	Leta	grid.46699.34	1	v_leta
2905	Valentina	Leta	grid.13097.3c	1	v_leta
2906	Peter	Jenner	grid.13097.3c	1	p_jenner
2907	Heinz	Reichmann	grid.4488.0	1	h_reichmann
2908	Lisa	Klingelhoefer	grid.4488.0	1	l_klingelhoefer
2909	K. Ray	Chaudhuri	grid.46699.34	1	k_chaudhuri
2910	K. Ray	Chaudhuri	grid.13097.3c	1	k_chaudhuri
2911	Udo Michael	Göhring	grid.467607.4	1	u_goehring
2912	Andre	Keren	grid.17788.31	1	a_keren
2913	Felipe A	Martinez	grid.10692.3c	1	f_martinez
2914	Davor	Milicic	grid.412688.1	1	d_milicic
2915	Alexander	Parkhomenko	grid.489094.8	1	a_parkhomenko
2916	Josep	Comin-Colet	grid.411129.e	1	j_comin-colet
2917	Klaus H	Jensen	grid.467607.4	1	k_jensen
2918	Stuart	Pocock		1	s_pocock
2919	G	Azize		1	g_azize
2920	A	Fernandez		1	a_fernandez
2921	GO	Zapata		1	g_zapata
2922	P Garcia	Pacho		1	p_pacho
2923	A	Glenny		1	a_glenny
2924	F Ferre	Pacora		1	f_pacora
2925	ML	Parody		1	m_parody
2926	J	Bono		1	j_bono
2927	C	Beltrano		1	c_beltrano
2928	A	Hershson		1	a_hershson
2929	N	Vita		1	n_vita
2930	HA	Luquez		1	h_luquez
2931	HG	Cestari		1	h_cestari
2932	H	Fernandez		1	h_fernandez
2933	A	Prado		1	a_prado
2934	M	Berli		1	m_berli
2935	R García	Durán		1	r_durán
2936	J	Thierer		1	j_thierer
2937	M	Diez		1	m_diez
2938	L Lobo	Marquez		1	l_marquez
2939	RR	Borelli		1	r_borelli
2940	MÁ	Hominal		1	m_hominal
2941	M	Metra		1	m_metra
2942	P	Ameri		1	p_ameri
2943	P	Agostoni		1	p_agostoni
2944	A	Salvioni		1	a_salvioni
2945	L	Fattore		1	l_fattore
2946	E	Gronda		1	e_gronda
2947	S	Ghio		1	s_ghio
2948	F	Turrini		1	f_turrini
2949	M	Uguccioni		1	m_uguccioni
2950	M	Di Biase		1	m_di biase
2951	M	Piepoli		1	m_piepoli
2952	S	Savonitto		1	s_savonitto
2953	A	Mortara		1	a_mortara
2954	P	Terrosu		1	p_terrosu
2955	A	Fucili		1	a_fucili
2956	G	Boriani		1	g_boriani
2957	P	Midi		1	p_midi
2958	E	Passamonti		1	e_passamonti
2959	F	Cosmi		1	f_cosmi
2960	P	van der Meer		1	p_van der meer
2961	P	Van Bergen		1	p_van bergen
2962	M	van de Wetering		1	m_van de wetering
2963	NYY	Al-Windy		1	n_al-windy
2964	W	Tanis		1	w_tanis
2965	M	Meijs		1	m_meijs
2966	RGEJ	Groutars		1	r_groutars
2967	HKS	The		1	h_the
2968	B	Kietselaer		1	b_kietselaer
2969	HAM	van Kesteren		1	h_van kesteren
2970	DPW	Beelen		1	d_beelen
2971	J	Heymeriks		1	j_heymeriks
2972	R	Van de Wal		1	r_van de wal
2973	J	Schaap		1	j_schaap
2974	M	Emans		1	m_emans
2975	P	Westendorp		1	p_westendorp
2976	PR	Nierop		1	p_nierop
2977	R	Nijmeijer		1	r_nijmeijer
2978	OC	Manintveld		1	o_manintveld
2979	M	Dorobantu		1	m_dorobantu
2980	DA	Darabantiu		1	d_darabantiu
2981	D	Zdrenghea		1	d_zdrenghea
2982	DM	Toader		1	d_toader
2983	L	Petrescu		1	l_petrescu
2984	C	Militaru		1	c_militaru
2985	D	Crisu		1	d_crisu
2986	MC	Tomescu		1	m_tomescu
2987	G	Stanciulescu		1	g_stanciulescu
2988	A Rodica	Dan		1	a_dan
2989	LC	Iosipescu		1	l_iosipescu
2990	DL	Serban		1	d_serban
2991	J	Drozdz		1	j_drozdz
2992	J	Szachniewicz		1	j_szachniewicz
2993	M	Bronisz		1	m_bronisz
2994	A	Tycińska		1	a_tycińska
2995	B	Wozakowska-Kaplon		1	b_wozakowska-kaplon
2996	E	Mirek-Bryniarska		1	e_mirek-bryniarska
2997	M	Gruchała		1	m_gruchała
2998	J	Nessler		1	j_nessler
2999	E	Straburzyńska-Migaj		1	e_straburzyńska-migaj
3000	K	Mizia-Stec		1	k_mizia-stec
3001	R	Szelemej		1	r_szelemej
3002	R	Gil		1	r_gil
3003	M	Gąsior		1	m_gąsior
3004	I	Gotsman		1	i_gotsman
3005	M	Halabi		1	m_halabi
3006	M	Shochat		1	m_shochat
3007	M	Shechter		1	m_shechter
3008	V	Witzling		1	v_witzling
3009	R	Zukermann		1	r_zukermann
3010	Y	Arbel		1	y_arbel
3011	M	Flugelman		1	m_flugelman
3012	T	Ben-Gal		1	t_ben-gal
3013	V	Zvi		1	v_zvi
3014	W	Kinany		1	w_kinany
3015	JM	Weinstein		1	j_weinstein
3016	S	Atar		1	s_atar
3017	S	Goland		1	s_goland
3018	D	Milicic		1	d_milicic
3019	D	Horvat		1	d_horvat
3020	S	Tušek		1	s_tušek
3021	M	Udovicic		1	m_udovicic
3022	K	Šutalo		1	k_šutalo
3023	A	Samodol		1	a_samodol
3024	K	Pesek		1	k_pesek
3025	M	Artuković		1	m_artuković
3026	A	Ružić		1	a_ružić
3027	J	Šikić		1	j_šikić
3028	T	McDonagh		1	t_mcdonagh
3029	J	Trevelyan		1	j_trevelyan
3030	Y-K	Wong		1	y_wong
3031	D	Gorog		1	d_gorog
3032	R	Ray		1	r_ray
3033	S	Pettit		1	s_pettit
3034	S	Sharma		1	s_sharma
3035	A	Kabir		1	a_kabir
3036	H	Hamdan		1	h_hamdan
3037	L	Tilling		1	l_tilling
3038	L	Baracioli		1	l_baracioli
3039	L Nigro	Maia		1	l_maia
3040	O	Dutra		1	o_dutra
3041	G	Reis		1	g_reis
3042	P Pimentel	Filho		1	p_filho
3043	JF	Saraiva		1	j_saraiva
3044	A	Kormann		1	a_kormann
3045	FR	dos Santos		1	f_dos santos
3046	L	Bodanese		1	l_bodanese
3047	D	Almeida		1	d_almeida
3048	D	Precoma		1	d_precoma
3049	S	Rassi		1	s_rassi
3050	F	Costa		1	f_costa
3051	S	Kabbani		1	s_kabbani
3052	K	Abdelbaki		1	k_abdelbaki
3053	C	Abdallah		1	c_abdallah
3054		Arnaout		1	
3055	R	Azar		1	r_azar
3056	S	Chaaban		1	s_chaaban
3057	O	Raed		1	o_raed
3058	G	Kiwan		1	g_kiwan
3059	B	Hassouna		1	b_hassouna
3060	A	Bardaji		1	a_bardaji
3061	J	Zamorano		1	j_zamorano
3062	S	del Prado		1	s_del prado
3063	Gonzalez	Juanatey		1	g_juanatey
3064	FI Ga Bosa	Ojeda		1	f_ojeda
3065	M Gomez	Bueno		1	m_bueno
3066	BD	Molina		1	b_molina
3067		DA Pascual Figal		1	
3068	D	Sim		1	d_sim
3069	TJ	Yeo		1	t_yeo
3070	SY	Loh		1	s_loh
3071	D	Soon		1	d_soon
3072	M	Ohlsson		1	m_ohlsson
3073	JG	Smith		1	j_smith
3074	S	Gerward		1	s_gerward
3075	I	Khintibidze		1	i_khintibidze
3076	Z	Lominadze		1	z_lominadze
3077	G	Chapidze		1	g_chapidze
3078	N	Emukhvari		1	n_emukhvari
3079	V	Chumburidze		1	v_chumburidze
3080	K	Paposhvili		1	k_paposhvili
3081	T	Shaburishvili		1	t_shaburishvili
3082	O	Parhomenko		1	o_parhomenko
3083	I	Kraiz		1	i_kraiz
3084	O	Koval		1	o_koval
3085	V	Zolotaikina		1	v_zolotaikina
3086	Y	Malynovsky		1	y_malynovsky
3087	I	Vakaliuk		1	i_vakaliuk
3088	L	Rudenko		1	l_rudenko
3089	V	Tseluyko		1	v_tseluyko
3090	M	Stanislavchuk		1	m_stanislavchuk
3091	Hauke S	Hillen	grid.411984.1	1	h_hillen
3092	Hauke S	Hillen	grid.418140.8	1	h_hillen
3093	Hauke S	Hillen	grid.7450.6	1	h_hillen
3094	Anne	TREBILCOCK	grid.7450.6	1	a_trebilcock
3095	Katarzyna	Czabanowska	grid.5012.6	1	k_czabanowska
3096	Katarzyna	Czabanowska	grid.458414.8	1	k_czabanowska
3097	Finn	Sellebjerg	grid.475435.4	1	f_sellebjerg
3098	Finn	Sellebjerg	grid.5254.6	1	f_sellebjerg
3099	Ulrike	Schmidt	grid.10388.32	1	u_schmidt
3100	Ulrike	Schmidt	grid.7450.6	1	u_schmidt
3101	Theo	Rein	grid.419548.5	1	t_rein
3102	Astrid	Krenz	grid.12082.39	1	a_krenz
3103	Holger	Strulik	grid.7450.6	1	h_strulik
3104	Sebastian	Torke	grid.411984.1	1	s_torke
3105	Gabriela	Lotta	grid.452413.5	1	g_lotta
3106	Robert H	Christenson	grid.411024.2	1	r_christenson
3107	Robert H	Christenson	grid.413036.3	1	r_christenson
3108	David G	Grenache	grid.266832.b	1	d_grenache
3109	Luigi	Camporota		1	l_camporota
3110	John J	Marini		1	j_marini
3111	Kamilla	Miskowiak	grid.4973.9	1	k_miskowiak
3112	Jürgen	Janek	grid.8664.c	1	j_janek
3113	Peter R	Schreiner	grid.8664.c	1	p_schreiner
3114	Martin A	Suhm	grid.7450.6	1	m_suhm
3115	Bartosz	Kohnke	grid.418140.8	1	b_kohnke
3116	Carsten	Kutzner	grid.418140.8	1	c_kutzner
3117	Helmut	Grubmuller	grid.418140.8	1	h_grubmuller
3118	Gilles	Dussault	grid.10772.33	1	g_dussault
3119	Tiago	Correia	grid.10772.33	1	t_correia
3120	Neda	Yousefian	grid.7450.6	1	n_yousefian
3121	M. Soubadra	Devy		1	m_devy
3122	K.	Geetha		1	k_geetha
3123	Christoph	Dittrich	grid.7450.6	1	c_dittrich
3124	André	Hanelt	grid.5155.4	1	a_hanelt
3125	René	Bohnsack		1	r_bohnsack
3126	David	Marz	grid.7450.6	1	d_marz
3127	Cláudia Antunes	Marante		1	c_marante
3128	Victoria-Sophie	Osburg	grid.9481.4	1	v_osburg
3129	Werner H.	Kunz	grid.266684.8	1	w_kunz
3130	B	Häcker		1	b_haecker
3131	S H E	Kaufmann	grid.418159.0	1	s_kaufmann
3132	S H E	Kaufmann	grid.418140.8	1	s_kaufmann
3133	T	Bauer	grid.491887.b	1	t_bauer
3134	R	Otto-Knapp		1	r_otto-knapp
3135	Tiago F	Outeiro	grid.411984.1	1	t_outeiro
3136	Tiago F	Outeiro	grid.419522.9	1	t_outeiro
3137	Tiago F	Outeiro	grid.1006.7	1	t_outeiro
3138	Manuel	Trenz	grid.7450.6	1	m_trenz
3139	Welf H.	Weiger	grid.7450.6	1	w_weiger
3140	Welf H.	Weiger	grid.411335.1	1	w_weiger
3141	Monideepa	Tarafdar	grid.9835.7	1	m_tarafdar
3142	Christy M.K.	Cheung	grid.221309.b	1	c_cheung
3143	Luigi	Camporota	grid.425213.3	1	l_camporota
3144	Francesco	Vasques	grid.425213.3	1	f_vasques
3145	Francesco	Vasques	grid.13097.3c	1	f_vasques
3146	Barnaby	Sanderson	grid.425213.3	1	b_sanderson
3147	Barnaby	Sanderson	grid.13097.3c	1	b_sanderson
3148	Nicholas A	Barrett	grid.425213.3	1	n_barrett
3149	Nicholas A	Barrett	grid.13097.3c	1	n_barrett
3150	Nicole	Eter	grid.16149.3b	1	n_eter
3151	Sami	Al-Nawaiseh	grid.16149.3b	1	s_al-nawaiseh
3152	Argyrios	Chronopoulos	grid.413225.3	1	a_chronopoulos
3153	Theresa	Seifert	grid.411984.1	1	t_seifert
3154	Tim	Becker	grid.411984.1	1	t_becker
3155	Nadine	Herwig	grid.411984.1	1	n_herwig
3156	Ursula	Biermann	grid.5560.6	1	u_biermann
3157	Uwe T.	Bornscheuer	grid.5603.0	1	u_bornscheuer
3158	Jürgen O.	Metzger	grid.5560.6	1	j_metzger
3159	Alexandros	Karakostas	grid.1003.2	1	a_karakostas
3160	Martin G.	Kocher	grid.10420.37	1	m_kocher
3161	Dominik	Matzat	grid.5252.0	1	d_matzat
3162	Gerhard	Riewe	grid.5252.0	1	g_riewe
3163	Manfred	Weber		1	m_weber
3164	Markus S.	Anker	grid.14095.39	1	m_anker
3165	Ulf	Landmesser	grid.14095.39	1	u_landmesser
3166	Ulf	Landmesser	grid.484013.a	1	u_landmesser
3167	Javed	Butler	grid.251313.7	1	j_butler
