	id	main_affiliation	for_v1_first_level	for_v1_second_level
2434	pub.1136851721	grid.7080.f	Studies in Human Society	Anthropology
2435	pub.1136851721	grid.11478.3b	Biological Sciences	Zoology
2436	pub.1136851721	grid.11478.3b	Studies in Human Society	Anthropology
2437	pub.1136861767	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2438	pub.1136861767	grid.414852.e	Medical and Health Sciences	Clinical Sciences
2439	pub.1136861767	grid.275559.9	Medical and Health Sciences	Clinical Sciences
2440	pub.1136861767	grid.15895.30	Medical and Health Sciences	Clinical Sciences
2441	pub.1136861767	grid.22058.3d	Medical and Health Sciences	Clinical Sciences
2442	pub.1136861767	grid.413448.e	Medical and Health Sciences	Clinical Sciences
2443	pub.1136861767	grid.410718.b	Medical and Health Sciences	Clinical Sciences
2444	pub.1136861767	grid.411107.2	Medical and Health Sciences	Clinical Sciences
2445	pub.1136861767	grid.5216.0	Medical and Health Sciences	Clinical Sciences
2446	pub.1136861767	grid.413363.0	Medical and Health Sciences	Clinical Sciences
2447	pub.1136861767	grid.10417.33	Medical and Health Sciences	Clinical Sciences
2448	pub.1136861767	grid.484013.a	Medical and Health Sciences	Clinical Sciences
2449	pub.1136861767	grid.416409.e	Medical and Health Sciences	Clinical Sciences
2450	pub.1136861767	grid.5734.5	Medical and Health Sciences	Clinical Sciences
2451	pub.1136861767	grid.425902.8	Medical and Health Sciences	Clinical Sciences
2452	pub.1136861767	grid.5253.1	Medical and Health Sciences	Clinical Sciences
2453	pub.1136861767	grid.412180.e	Medical and Health Sciences	Clinical Sciences
2454	pub.1136861767	grid.9613.d	Medical and Health Sciences	Clinical Sciences
2455	pub.1136861767	grid.454388.6	Medical and Health Sciences	Clinical Sciences
2456	pub.1136866727	grid.419514.c	Medical and Health Sciences	Immunology
2457	pub.1136866727	grid.34477.33	Medical and Health Sciences	Immunology
2458	pub.1136888783	grid.418215.b	Medical and Health Sciences	Medical Microbiology
2459	pub.1136888783	grid.4562.5	Medical and Health Sciences	Medical Microbiology
2460	pub.1136888783	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2461	pub.1136888783	grid.5330.5	Medical and Health Sciences	Medical Microbiology
2462	pub.1136891936	grid.424065.1	Biological Sciences	Biochemistry and Cell Biology
2463	pub.1136891936	grid.424065.1	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2464	pub.1136891936	grid.466493.a	Biological Sciences	Biochemistry and Cell Biology
2465	pub.1136891936	grid.466493.a	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2466	pub.1136891936	grid.18785.33	Biological Sciences	Biochemistry and Cell Biology
2467	pub.1136891936	grid.18785.33	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2468	pub.1136891936	grid.9026.d	Biological Sciences	Biochemistry and Cell Biology
2469	pub.1136891936	grid.9026.d	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2470	pub.1136891936	grid.434729.f	Biological Sciences	Biochemistry and Cell Biology
2471	pub.1136891936	grid.434729.f	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2472	pub.1136891936	grid.418481.0	Biological Sciences	Biochemistry and Cell Biology
2473	pub.1136891936	grid.418481.0	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2474	pub.1136891936	grid.419538.2	Biological Sciences	Biochemistry and Cell Biology
2475	pub.1136891936	grid.419538.2	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2476	pub.1136891936	grid.469852.4	Biological Sciences	Biochemistry and Cell Biology
2477	pub.1136891936	grid.469852.4	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2478	pub.1136891936	grid.7683.a	Biological Sciences	Biochemistry and Cell Biology
2479	pub.1136891936	grid.7683.a	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2480	pub.1136891936	grid.20861.3d	Biological Sciences	Biochemistry and Cell Biology
2481	pub.1136891936	grid.20861.3d	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2482	pub.1136891936	grid.418010.c	Biological Sciences	Biochemistry and Cell Biology
2483	pub.1136891936	grid.418010.c	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2484	pub.1136891936	grid.433620.0	Biological Sciences	Biochemistry and Cell Biology
2485	pub.1136891936	grid.433620.0	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2486	pub.1136891936	grid.475756.2	Biological Sciences	Biochemistry and Cell Biology
2487	pub.1136891936	grid.475756.2	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2488	pub.1136891936	grid.4562.5	Biological Sciences	Biochemistry and Cell Biology
2489	pub.1136891936	grid.4562.5	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2490	pub.1136891936	grid.457168.9	Biological Sciences	Biochemistry and Cell Biology
2491	pub.1136891936	grid.457168.9	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2492	pub.1136891936	grid.11375.31	Biological Sciences	Biochemistry and Cell Biology
2493	pub.1136891936	grid.11375.31	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2494	pub.1136891936	grid.418140.8	Biological Sciences	Biochemistry and Cell Biology
2495	pub.1136891936	grid.418140.8	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2496	pub.1136891936	grid.9122.8	Biological Sciences	Biochemistry and Cell Biology
2497	pub.1136891936	grid.9122.8	Medical and Health Sciences	Pharmacology and Pharmaceutical Sciences
2498	pub.1136950071	grid.418140.8	Biological Sciences	Biochemistry and Cell Biology
2499	pub.1136950071	grid.418140.8	Medical and Health Sciences	Medical Microbiology
2500	pub.1136951474	grid.7450.6	Economics	
2501	pub.1136951474	grid.7450.6	Studies in Human Society	
2502	pub.1136951474	grid.440768.9	Economics	
2503	pub.1136951474	grid.440768.9	Studies in Human Society	
2504	pub.1136951474	grid.9122.8	Economics	
2505	pub.1136951474	grid.9122.8	Studies in Human Society	
2506	pub.1136959204	grid.11749.3a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2507	pub.1136959204	grid.418215.b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2508	pub.1136959204	grid.24516.34	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2509	pub.1136959204	grid.411937.9	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2510	pub.1136959204	grid.415250.7	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2511	pub.1136959204	grid.476416.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2512	pub.1136979230	grid.411984.1	Medical and Health Sciences	Immunology
2513	pub.1136979230	grid.508487.6	Medical and Health Sciences	Immunology
2514	pub.1136989857	grid.411527.4	Environmental Sciences	Environmental Science and Management
2515	pub.1136989857	grid.411527.4	Biological Sciences	Ecology
2516	pub.1136989857	grid.411527.4	Law and Legal Studies	Law
2517	pub.1136989857	grid.13402.34	Environmental Sciences	Environmental Science and Management
2518	pub.1136989857	grid.13402.34	Biological Sciences	Ecology
2519	pub.1136989857	grid.13402.34	Law and Legal Studies	Law
2520	pub.1136989857	grid.21155.32	Environmental Sciences	Environmental Science and Management
2521	pub.1136989857	grid.21155.32	Biological Sciences	Ecology
2522	pub.1136989857	grid.21155.32	Law and Legal Studies	Law
2523	pub.1136989857	grid.66741.32	Environmental Sciences	Environmental Science and Management
2524	pub.1136989857	grid.66741.32	Biological Sciences	Ecology
2525	pub.1136989857	grid.66741.32	Law and Legal Studies	Law
2526	pub.1136989857	grid.216938.7	Environmental Sciences	Environmental Science and Management
2527	pub.1136989857	grid.216938.7	Biological Sciences	Ecology
2528	pub.1136989857	grid.216938.7	Law and Legal Studies	Law
2529	pub.1136989857	grid.7450.6	Environmental Sciences	Environmental Science and Management
2530	pub.1136989857	grid.7450.6	Biological Sciences	Ecology
2531	pub.1136989857	grid.7450.6	Law and Legal Studies	Law
2532	pub.1136989857	grid.7492.8	Environmental Sciences	Environmental Science and Management
2533	pub.1136989857	grid.7492.8	Biological Sciences	Ecology
2534	pub.1136989857	grid.7492.8	Law and Legal Studies	Law
2535	pub.1137013869	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
2536	pub.1137013869	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2537	pub.1137032166	grid.415105.4	Information and Computing Sciences	Data Format
2538	pub.1137032166	grid.415105.4	Information and Computing Sciences	Information Systems
2539	pub.1137032166	grid.7450.6	Information and Computing Sciences	Data Format
2540	pub.1137032166	grid.7450.6	Information and Computing Sciences	Information Systems
2541	pub.1137038942	grid.7492.8	Earth Sciences	Geology
2542	pub.1137038942	grid.459983.a	Earth Sciences	Geology
2543	pub.1137038942	grid.7644.1	Earth Sciences	Geology
2544	pub.1137038942	grid.1012.2	Earth Sciences	Geology
2545	pub.1137038942	grid.5326.2	Earth Sciences	Geology
2546	pub.1137038942	grid.15756.30	Earth Sciences	Geology
2547	pub.1137038942	grid.6862.a	Earth Sciences	Geology
2548	pub.1137038942	grid.1957.a	Earth Sciences	Geology
2549	pub.1137038942	grid.7450.6	Earth Sciences	Geology
2550	pub.1137110044	grid.7450.6	Education	Curriculum and Pedagogy
2551	pub.1137110044	grid.7450.6	Studies in Creative Arts and Writing	Journalism and Professional Writing
2552	pub.1137110044	grid.7450.6	Philosophy and Religious Studies	History and Philosophy of Specific Fields
2553	pub.1137137562	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2554	pub.1137137562	grid.489338.d	Medical and Health Sciences	Clinical Sciences
2555	pub.1137137562	grid.7839.5	Medical and Health Sciences	Clinical Sciences
2556	pub.1137138582	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2557	pub.1137138582	grid.419514.c	Medical and Health Sciences	Public Health and Health Services
2558	pub.1137138582	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2559	pub.1137139847	grid.8664.c	Physical Sciences	
2560	pub.1137139847	grid.8664.c	Chemical Sciences	
2561	pub.1137139847	grid.8664.c	Engineering	
2562	pub.1137139847	grid.7450.6	Physical Sciences	
2563	pub.1137139847	grid.7450.6	Chemical Sciences	
2564	pub.1137139847	grid.7450.6	Engineering	
2565	pub.1137141470	grid.419522.9	Medical and Health Sciences	
2566	pub.1137141470	grid.440386.d	Medical and Health Sciences	
2567	pub.1137141470	grid.475435.4	Medical and Health Sciences	
2568	pub.1137184285	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2569	pub.1137196694	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2570	pub.1137257993	grid.7450.6	Physical Sciences	Astronomical and Space Sciences
2571	pub.1137257993	grid.411067.5	Physical Sciences	Astronomical and Space Sciences
2572	pub.1137261840	grid.4495.c	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2573	pub.1137261840	grid.83440.3b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2574	pub.1137261840	grid.419820.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2575	pub.1137261840	grid.410721.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2576	pub.1137261840	grid.6363.0	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2577	pub.1137261840	grid.46699.34	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2578	pub.1137261840	grid.8267.b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2579	pub.1137261840	grid.5216.0	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2580	pub.1137261840	grid.17788.31	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2581	pub.1137261840	grid.412966.e	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2582	pub.1137261840	grid.10692.3c	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2583	pub.1137261840	grid.7637.5	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2584	pub.1137261840	grid.412688.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2585	pub.1137261840	grid.11899.38	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2586	pub.1137261840	grid.411843.b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2587	pub.1137261840	grid.489094.8	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2588	pub.1137261840	grid.411372.2	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2589	pub.1137261840	grid.7400.3	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2590	pub.1137261840	grid.419385.2	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2591	pub.1137261840	grid.22903.3a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2592	pub.1137261840	grid.4494.d	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2593	pub.1137261840	grid.413469.d	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2594	pub.1137261840	grid.411129.e	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2595	pub.1137261840	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2596	pub.1137261840	grid.414093.b	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2597	pub.1137261840	grid.8756.c	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2598	pub.1137261840	grid.12136.37	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2599	pub.1137261840	grid.467607.4	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2600	pub.1137261840	grid.8991.9	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2601	pub.1137262430	grid.10423.34	Medical and Health Sciences	Immunology
2602	pub.1137262430	grid.452624.3	Medical and Health Sciences	Immunology
2603	pub.1137262430	grid.411984.1	Medical and Health Sciences	Immunology
2604	pub.1137262430	grid.418215.b	Medical and Health Sciences	Immunology
2605	pub.1137262438	grid.411668.c	Medical and Health Sciences	Immunology
2606	pub.1137262438	grid.5330.5	Medical and Health Sciences	Immunology
2607	pub.1137262438	grid.418008.5	Medical and Health Sciences	Immunology
2608	pub.1137262438	grid.7727.5	Medical and Health Sciences	Immunology
2609	pub.1137262438	grid.418010.c	Medical and Health Sciences	Immunology
2610	pub.1137262438	grid.418215.b	Medical and Health Sciences	Immunology
2611	pub.1137262438	grid.7445.2	Medical and Health Sciences	Immunology
2612	pub.1137262438	grid.414796.9	Medical and Health Sciences	Immunology
2613	pub.1137342596	grid.411760.5	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2614	pub.1137342596	grid.419808.c	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2615	pub.1137342596	grid.412468.d	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2616	pub.1137342596	grid.462046.2	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2617	pub.1137342596	grid.412301.5	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2618	pub.1137342596	grid.473749.a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2619	pub.1137342596	grid.492119.6	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2620	pub.1137342596	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2621	pub.1137342596	grid.419757.9	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2622	pub.1137376134	grid.168010.e	Biological Sciences	Genetics
2623	pub.1137376134	grid.418140.8	Biological Sciences	Genetics
2624	pub.1137376134	grid.7489.2	Biological Sciences	Genetics
2625	pub.1137376134	grid.250820.d	Biological Sciences	Genetics
2626	pub.1137386977	grid.411984.1	Biological Sciences	Genetics
2627	pub.1137386977	grid.411984.1	Medical and Health Sciences	Oncology and Carcinogenesis
2628	pub.1137386977	grid.66875.3a	Biological Sciences	Genetics
2629	pub.1137386977	grid.66875.3a	Medical and Health Sciences	Oncology and Carcinogenesis
2630	pub.1137395524	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2631	pub.1137395524	grid.10423.34	Medical and Health Sciences	Clinical Sciences
2632	pub.1137403043	grid.415751.3	Medical and Health Sciences	Medical Microbiology
2633	pub.1137403043	grid.5596.f	Medical and Health Sciences	Medical Microbiology
2634	pub.1137403043	grid.418215.b	Medical and Health Sciences	Medical Microbiology
2635	pub.1137407494	grid.419514.c	Medical and Health Sciences	
2636	pub.1137407494	grid.418010.c	Medical and Health Sciences	
2637	pub.1137407494	grid.4462.4	Medical and Health Sciences	
2638	pub.1137407494	grid.13063.37	Medical and Health Sciences	
2639	pub.1137407494	grid.11696.39	Medical and Health Sciences	
2640	pub.1137407494	grid.8991.9	Medical and Health Sciences	
2641	pub.1137407494	grid.12155.32	Medical and Health Sciences	
2642	pub.1137407494	grid.7692.a	Medical and Health Sciences	
2643	pub.1137407494	grid.484678.1	Medical and Health Sciences	
2644	pub.1137407494	grid.5252.0	Medical and Health Sciences	
2645	pub.1137407494	grid.8647.d	Medical and Health Sciences	
2646	pub.1137407494	grid.4691.a	Medical and Health Sciences	
2647	pub.1137407494	grid.22937.3d	Medical and Health Sciences	
2648	pub.1137407494	grid.15596.3e	Medical and Health Sciences	
2649	pub.1137407494	grid.12847.38	Medical and Health Sciences	
2650	pub.1137412678	grid.7450.6	Education	Specialist Studies In Education
2651	pub.1137412678	grid.6734.6	Education	Specialist Studies In Education
2652	pub.1137412748	grid.7450.6	Law and Legal Studies	Law
2653	pub.1137449854	grid.1003.2	Economics	Applied Economics
2654	pub.1137449854	grid.10420.37	Economics	Applied Economics
2655	pub.1137449854	grid.5252.0	Economics	Applied Economics
2656	pub.1137449854	grid.7450.6	Economics	Applied Economics
2657	pub.1137460892	grid.5718.b	Biological Sciences	Biochemistry and Cell Biology
2658	pub.1137460892	grid.418215.b	Biological Sciences	Biochemistry and Cell Biology
2659	pub.1137460892	grid.413885.3	Biological Sciences	Biochemistry and Cell Biology
2660	pub.1137460892	grid.24827.3b	Biological Sciences	Biochemistry and Cell Biology
2661	pub.1137460892	grid.410718.b	Biological Sciences	Biochemistry and Cell Biology
2662	pub.1137460892	grid.5330.5	Biological Sciences	Biochemistry and Cell Biology
2663	pub.1137475309	grid.411984.1	Biological Sciences	Biochemistry and Cell Biology
2664	pub.1137544713	grid.34477.33	Biological Sciences	Biochemistry and Cell Biology
2665	pub.1137566649	grid.411984.1	Philosophy and Religious Studies	Philosophy
2666	pub.1137610288	grid.185648.6	Medical and Health Sciences	Clinical Sciences
2667	pub.1137610288	grid.185648.6	Medical and Health Sciences	Immunology
2668	pub.1137610288	grid.413558.e	Medical and Health Sciences	Clinical Sciences
2669	pub.1137610288	grid.413558.e	Medical and Health Sciences	Immunology
2670	pub.1137610288	grid.413561.4	Medical and Health Sciences	Clinical Sciences
2671	pub.1137610288	grid.413561.4	Medical and Health Sciences	Immunology
2672	pub.1137610288	grid.239578.2	Medical and Health Sciences	Clinical Sciences
2673	pub.1137610288	grid.239578.2	Medical and Health Sciences	Immunology
2674	pub.1137610288	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2675	pub.1137610288	grid.411984.1	Medical and Health Sciences	Immunology
2676	pub.1137610288	grid.152326.1	Medical and Health Sciences	Clinical Sciences
2677	pub.1137610288	grid.152326.1	Medical and Health Sciences	Immunology
2678	pub.1137658038	grid.419518.0	Biological Sciences	Biochemistry and Cell Biology
2679	pub.1137658038	grid.419518.0	Biological Sciences	Genetics
2680	pub.1137658038	grid.5801.c	Biological Sciences	Biochemistry and Cell Biology
2681	pub.1137658038	grid.5801.c	Biological Sciences	Genetics
2682	pub.1137658038	grid.419514.c	Biological Sciences	Biochemistry and Cell Biology
2683	pub.1137658038	grid.419514.c	Biological Sciences	Genetics
2684	pub.1137658038	grid.458449.0	Biological Sciences	Biochemistry and Cell Biology
2685	pub.1137658038	grid.458449.0	Biological Sciences	Genetics
2686	pub.1137658038	grid.508836.0	Biological Sciences	Biochemistry and Cell Biology
2687	pub.1137658038	grid.508836.0	Biological Sciences	Genetics
2688	pub.1137682113	grid.484013.a	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2689	pub.1137682113	grid.452396.f	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2690	pub.1137682113	grid.32224.35	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2691	pub.1137682113	grid.6363.0	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2692	pub.1137682113	grid.411984.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2693	pub.1137682113	grid.410721.1	Medical and Health Sciences	Cardiorespiratory Medicine and Haematology
2694	pub.1137685786	grid.419514.c	Mathematical Sciences	Applied Mathematics
2695	pub.1137685786	grid.7450.6	Mathematical Sciences	Applied Mathematics
2696	pub.1137710027	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2697	pub.1137710027	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2698	pub.1137710027	grid.38142.3c	Medical and Health Sciences	Clinical Sciences
2699	pub.1137710027	grid.38142.3c	Medical and Health Sciences	Public Health and Health Services
2700	pub.1137710027	grid.7450.6	Medical and Health Sciences	Clinical Sciences
2701	pub.1137710027	grid.7450.6	Medical and Health Sciences	Public Health and Health Services
2702	pub.1137734005	grid.51462.34	Medical and Health Sciences	
2703	pub.1137734005	grid.258799.8	Medical and Health Sciences	
2704	pub.1137734005	grid.32224.35	Medical and Health Sciences	
2705	pub.1137734005	grid.8982.b	Medical and Health Sciences	
2706	pub.1137734005	grid.443984.6	Medical and Health Sciences	
2707	pub.1137734005	grid.411984.1	Medical and Health Sciences	
2708	pub.1137734005	grid.4714.6	Medical and Health Sciences	
2709	pub.1137734005	grid.411327.2	Medical and Health Sciences	
2710	pub.1137734005	grid.16872.3a	Medical and Health Sciences	
2711	pub.1137734005	grid.24381.3c	Medical and Health Sciences	
2712	pub.1137734005	grid.6292.f	Medical and Health Sciences	
2713	pub.1137734005	grid.10423.34	Medical and Health Sciences	
2714	pub.1137734005	grid.8395.7	Medical and Health Sciences	
2715	pub.1137734005	grid.8404.8	Medical and Health Sciences	
2716	pub.1137734005	grid.12284.3d	Medical and Health Sciences	
2717	pub.1137734005	grid.4991.5	Medical and Health Sciences	
2718	pub.1137734005	grid.413562.7	Medical and Health Sciences	
2719	pub.1137734005	grid.415535.3	Medical and Health Sciences	
2720	pub.1137734005	grid.410843.a	Medical and Health Sciences	
2721	pub.1137734005	grid.256342.4	Medical and Health Sciences	
2722	pub.1137734005	grid.411628.8	Medical and Health Sciences	
2723	pub.1137734005	grid.412750.5	Medical and Health Sciences	
2724	pub.1137734005	grid.152326.1	Medical and Health Sciences	
2725	pub.1137734005	grid.419035.a	Medical and Health Sciences	
2726	pub.1137734005	grid.413448.e	Medical and Health Sciences	
2727	pub.1137734005	grid.508487.6	Medical and Health Sciences	
2728	pub.1137734005	grid.452490.e	Medical and Health Sciences	
2729	pub.1137734005	grid.5685.e	Medical and Health Sciences	
2730	pub.1137734005	grid.65499.37	Medical and Health Sciences	
2731	pub.1137734005	grid.9647.c	Medical and Health Sciences	
2732	pub.1137734005	grid.22937.3d	Medical and Health Sciences	
2733	pub.1137734005	grid.20515.33	Medical and Health Sciences	
2734	pub.1137734005	grid.174567.6	Medical and Health Sciences	
2735	pub.1137734005	grid.412311.4	Medical and Health Sciences	
2736	pub.1137734005	grid.6530.0	Medical and Health Sciences	
2737	pub.1137734005	grid.10417.33	Medical and Health Sciences	
2738	pub.1137734005	grid.84393.35	Medical and Health Sciences	
2739	pub.1137734005	grid.413575.1	Medical and Health Sciences	
2740	pub.1137734005	grid.266100.3	Medical and Health Sciences	
2741	pub.1137734005	grid.168010.e	Medical and Health Sciences	
2742	pub.1137750244	grid.411984.1	Education	Curriculum and Pedagogy
2743	pub.1137750244	grid.411984.1	Education	Specialist Studies In Education
2744	pub.1137773317	grid.418215.b	Medical and Health Sciences	Immunology
2745	pub.1137773317	grid.411984.1	Medical and Health Sciences	Immunology
2746	pub.1137773317	grid.5330.5	Medical and Health Sciences	Immunology
2747	pub.1137773317	grid.10423.34	Medical and Health Sciences	Immunology
2748	pub.1137799816	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2749	pub.1137799816	grid.7450.6	Medical and Health Sciences	Clinical Sciences
2750	pub.1137807644	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2751	pub.1137808411	grid.411984.1	Medical and Health Sciences	Clinical Sciences
2752	pub.1137808411	grid.411984.1	Medical and Health Sciences	Public Health and Health Services
2753	pub.1137818272	grid.454388.6	Medical and Health Sciences	Medical Microbiology
2754	pub.1137818272	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2755	pub.1137818272	grid.414852.e	Medical and Health Sciences	Medical Microbiology
2756	pub.1137818272	grid.15895.30	Medical and Health Sciences	Medical Microbiology
2757	pub.1137818272	grid.13097.3c	Medical and Health Sciences	Medical Microbiology
2758	pub.1137818272	grid.484013.a	Medical and Health Sciences	Medical Microbiology
2759	pub.1137818272	grid.412180.e	Medical and Health Sciences	Medical Microbiology
2760	pub.1137818272	grid.9613.d	Medical and Health Sciences	Medical Microbiology
2761	pub.1137818272	grid.275559.9	Medical and Health Sciences	Medical Microbiology
2762	pub.1137818272	grid.411107.2	Medical and Health Sciences	Medical Microbiology
2763	pub.1137818272	grid.10417.33	Medical and Health Sciences	Medical Microbiology
2764	pub.1137818272	grid.22058.3d	Medical and Health Sciences	Medical Microbiology
2765	pub.1137818272	grid.5253.1	Medical and Health Sciences	Medical Microbiology
2766	pub.1137818272	grid.410718.b	Medical and Health Sciences	Medical Microbiology
2767	pub.1137818272	grid.7177.6	Medical and Health Sciences	Medical Microbiology
2768	pub.1137818272	grid.413448.e	Medical and Health Sciences	Medical Microbiology
2769	pub.1137818272	grid.452531.4	Medical and Health Sciences	Medical Microbiology
2770	pub.1137818272	grid.416409.e	Medical and Health Sciences	Medical Microbiology
2771	pub.1137818272	grid.6363.0	Medical and Health Sciences	Medical Microbiology
2772	pub.1137818272	grid.5734.5	Medical and Health Sciences	Medical Microbiology
2773	pub.1137818272	grid.425902.8	Medical and Health Sciences	Medical Microbiology
2774	pub.1137818272	grid.5216.0	Medical and Health Sciences	Medical Microbiology
2775	pub.1137818272	grid.413363.0	Medical and Health Sciences	Medical Microbiology
2776	pub.1137818272	grid.7548.e	Medical and Health Sciences	Medical Microbiology
2777	pub.1137820700	grid.4367.6	Biological Sciences	Biochemistry and Cell Biology
2778	pub.1137820700	grid.38142.3c	Biological Sciences	Biochemistry and Cell Biology
2779	pub.1137820700	grid.266102.1	Biological Sciences	Biochemistry and Cell Biology
2780	pub.1137820700	grid.266100.3	Biological Sciences	Biochemistry and Cell Biology
2781	pub.1137820700	grid.418215.b	Biological Sciences	Biochemistry and Cell Biology
2782	pub.1137820700	grid.24827.3b	Biological Sciences	Biochemistry and Cell Biology
2783	pub.1137840479	grid.11749.3a	Medical and Health Sciences	
2784	pub.1137840479	grid.418215.b	Medical and Health Sciences	
2785	pub.1137840479	grid.24516.34	Medical and Health Sciences	
2786	pub.1137840479	grid.411937.9	Medical and Health Sciences	
2787	pub.1137840479	grid.415250.7	Medical and Health Sciences	
2788	pub.1137840479	grid.476416.6	Medical and Health Sciences	
2789	pub.1137862454	grid.34477.33	Medical and Health Sciences	Immunology
2790	pub.1137862454	grid.482283.7	Medical and Health Sciences	Immunology
2791	pub.1137862454	grid.419514.c	Medical and Health Sciences	Immunology
2792	pub.1137862454	grid.415229.9	Medical and Health Sciences	Immunology
2793	pub.1137862454	grid.214007.0	Medical and Health Sciences	Immunology
2794	pub.1137862454	grid.194645.b	Medical and Health Sciences	Immunology
2795	pub.1137862454	grid.35403.31	Medical and Health Sciences	Immunology
2796	pub.1137879065	grid.4305.2	Medical and Health Sciences	Medical Microbiology
2797	pub.1137879065	grid.411439.a	Medical and Health Sciences	Medical Microbiology
2798	pub.1137879065	grid.411984.1	Medical and Health Sciences	Medical Microbiology
2799	pub.1137879065	grid.416651.1	Medical and Health Sciences	Medical Microbiology
