	id	main_affiliation	category
1230	pub.1130052340	grid.7490.a	Genetics
1231	pub.1130052340	grid.7490.a	Biological Sciences
1232	pub.1130052340	grid.5949.1	Genetics
1233	pub.1130052340	grid.5949.1	Biological Sciences
1234	pub.1130052340	grid.5807.a	Genetics
1235	pub.1130052340	grid.5807.a	Biological Sciences
1236	pub.1130128326	grid.5963.9	Medical and Health Sciences
1237	pub.1130128326	grid.5155.4	Medical and Health Sciences
1238	pub.1130128326	grid.4989.c	Medical and Health Sciences
1239	pub.1130128326	grid.411760.5	Medical and Health Sciences
1240	pub.1130128326	grid.470122.2	Medical and Health Sciences
1241	pub.1130128326	grid.411798.2	Medical and Health Sciences
1242	pub.1130128326	grid.491928.f	Medical and Health Sciences
1243	pub.1130128326	grid.410712.1	Medical and Health Sciences
1244	pub.1130128326	grid.412966.e	Medical and Health Sciences
1245	pub.1130128326	grid.11749.3a	Medical and Health Sciences
1246	pub.1130153559	grid.13648.38	Medical and Health Sciences
1247	pub.1130167203	grid.1957.a	Neurosciences
1248	pub.1130167203	grid.1957.a	Medical and Health Sciences
1249	pub.1130216912	grid.7683.a	Biochemistry and Cell Biology
1250	pub.1130216912	grid.7683.a	Biological Sciences
1251	pub.1130216912	grid.410567.1	Biochemistry and Cell Biology
1252	pub.1130216912	grid.410567.1	Biological Sciences
1253	pub.1130216912	grid.10423.34	Biochemistry and Cell Biology
1254	pub.1130216912	grid.10423.34	Biological Sciences
1255	pub.1130232015	grid.10253.35	Biochemistry and Cell Biology
1256	pub.1130232015	grid.10253.35	Biological Sciences
1257	pub.1130232015	grid.500035.3	Biochemistry and Cell Biology
1258	pub.1130232015	grid.500035.3	Biological Sciences
1259	pub.1130232015	grid.6363.0	Biochemistry and Cell Biology
1260	pub.1130232015	grid.6363.0	Biological Sciences
1261	pub.1130232015	grid.11598.34	Biochemistry and Cell Biology
1262	pub.1130232015	grid.11598.34	Biological Sciences
1263	pub.1130232015	grid.10388.32	Biochemistry and Cell Biology
1264	pub.1130232015	grid.10388.32	Biological Sciences
1265	pub.1130232015	grid.410607.4	Biochemistry and Cell Biology
1266	pub.1130232015	grid.410607.4	Biological Sciences
1267	pub.1130232015	grid.6936.a	Biochemistry and Cell Biology
1268	pub.1130232015	grid.6936.a	Biological Sciences
1269	pub.1130232015	grid.8379.5	Biochemistry and Cell Biology
1270	pub.1130232015	grid.8379.5	Biological Sciences
1271	pub.1130232015	grid.1957.a	Biochemistry and Cell Biology
1272	pub.1130232015	grid.1957.a	Biological Sciences
1273	pub.1130232015	grid.6190.e	Biochemistry and Cell Biology
1274	pub.1130232015	grid.6190.e	Biological Sciences
1275	pub.1130232015	grid.5802.f	Biochemistry and Cell Biology
1276	pub.1130232015	grid.5802.f	Biological Sciences
1277	pub.1130232015	grid.4562.5	Biochemistry and Cell Biology
1278	pub.1130232015	grid.4562.5	Biological Sciences
1279	pub.1130232015	grid.15474.33	Biochemistry and Cell Biology
1280	pub.1130232015	grid.15474.33	Biological Sciences
1281	pub.1130232015	grid.4567.0	Biochemistry and Cell Biology
1282	pub.1130232015	grid.4567.0	Biological Sciences
1283	pub.1130232015	grid.10392.39	Biochemistry and Cell Biology
1284	pub.1130232015	grid.10392.39	Biological Sciences
1285	pub.1130232015	grid.412282.f	Biochemistry and Cell Biology
1286	pub.1130232015	grid.412282.f	Biological Sciences
1287	pub.1130232015	grid.469999.2	Biochemistry and Cell Biology
1288	pub.1130232015	grid.469999.2	Biological Sciences
1289	pub.1130232015	grid.16149.3b	Biochemistry and Cell Biology
1290	pub.1130232015	grid.16149.3b	Biological Sciences
1291	pub.1130232015	grid.476971.a	Biochemistry and Cell Biology
1292	pub.1130232015	grid.476971.a	Biological Sciences
1293	pub.1130232015	grid.22937.3d	Biochemistry and Cell Biology
1294	pub.1130232015	grid.22937.3d	Biological Sciences
1295	pub.1130232015	grid.7400.3	Biochemistry and Cell Biology
1296	pub.1130232015	grid.7400.3	Biological Sciences
1297	pub.1130232015	grid.4495.c	Biochemistry and Cell Biology
1298	pub.1130232015	grid.4495.c	Biological Sciences
1299	pub.1130232015	grid.8515.9	Biochemistry and Cell Biology
1300	pub.1130232015	grid.8515.9	Biological Sciences
1301	pub.1130232015	grid.8591.5	Biochemistry and Cell Biology
1302	pub.1130232015	grid.8591.5	Biological Sciences
1303	pub.1130232015	grid.412004.3	Biochemistry and Cell Biology
1304	pub.1130232015	grid.412004.3	Biological Sciences
1305	pub.1130232015	grid.8664.c	Biochemistry and Cell Biology
1306	pub.1130232015	grid.8664.c	Biological Sciences
1307	pub.1130232015	grid.10423.34	Biochemistry and Cell Biology
1308	pub.1130232015	grid.10423.34	Biological Sciences
1309	pub.1130232015	grid.14778.3d	Biochemistry and Cell Biology
1310	pub.1130232015	grid.14778.3d	Biological Sciences
1311	pub.1130232015	grid.477805.9	Biochemistry and Cell Biology
1312	pub.1130232015	grid.477805.9	Biological Sciences
1313	pub.1130232015	grid.7307.3	Biochemistry and Cell Biology
1314	pub.1130232015	grid.7307.3	Biological Sciences
1315	pub.1130232015	grid.7429.8	Biochemistry and Cell Biology
1316	pub.1130232015	grid.7429.8	Biological Sciences
1317	pub.1130237957	grid.5330.5	Clinical Sciences
1318	pub.1130237957	grid.5330.5	Immunology
1319	pub.1130237957	grid.5330.5	Medical and Health Sciences
1320	pub.1130237957	grid.6936.a	Clinical Sciences
1321	pub.1130237957	grid.6936.a	Immunology
1322	pub.1130237957	grid.6936.a	Medical and Health Sciences
1323	pub.1130237957	grid.4567.0	Clinical Sciences
1324	pub.1130237957	grid.4567.0	Immunology
1325	pub.1130237957	grid.4567.0	Medical and Health Sciences
1326	pub.1130237957	grid.6363.0	Clinical Sciences
1327	pub.1130237957	grid.6363.0	Immunology
1328	pub.1130237957	grid.6363.0	Medical and Health Sciences
1329	pub.1130237957	grid.411760.5	Clinical Sciences
1330	pub.1130237957	grid.411760.5	Immunology
1331	pub.1130237957	grid.411760.5	Medical and Health Sciences
1332	pub.1130237957	grid.4562.5	Clinical Sciences
1333	pub.1130237957	grid.4562.5	Immunology
1334	pub.1130237957	grid.4562.5	Medical and Health Sciences
1335	pub.1130237957	grid.5253.1	Clinical Sciences
1336	pub.1130237957	grid.5253.1	Immunology
1337	pub.1130237957	grid.5253.1	Medical and Health Sciences
1338	pub.1130237957	grid.150338.c	Clinical Sciences
1339	pub.1130237957	grid.150338.c	Immunology
1340	pub.1130237957	grid.150338.c	Medical and Health Sciences
1341	pub.1130237957	grid.22937.3d	Clinical Sciences
1342	pub.1130237957	grid.22937.3d	Immunology
1343	pub.1130237957	grid.22937.3d	Medical and Health Sciences
1344	pub.1130237957	grid.411097.a	Clinical Sciences
1345	pub.1130237957	grid.411097.a	Immunology
1346	pub.1130237957	grid.411097.a	Medical and Health Sciences
1347	pub.1130237957	grid.5949.1	Clinical Sciences
1348	pub.1130237957	grid.5949.1	Immunology
1349	pub.1130237957	grid.5949.1	Medical and Health Sciences
1350	pub.1130238130	grid.490185.1	Clinical Sciences
1351	pub.1130238130	grid.490185.1	Immunology
1352	pub.1130238130	grid.490185.1	Medical and Health Sciences
1353	pub.1130238130	grid.440220.0	Clinical Sciences
1354	pub.1130238130	grid.440220.0	Immunology
1355	pub.1130238130	grid.440220.0	Medical and Health Sciences
1356	pub.1130238130	grid.433867.d	Clinical Sciences
1357	pub.1130238130	grid.433867.d	Immunology
1358	pub.1130238130	grid.433867.d	Medical and Health Sciences
1359	pub.1130238730	grid.4488.0	Clinical Sciences
1360	pub.1130238730	grid.4488.0	Immunology
1361	pub.1130238730	grid.4488.0	Medical and Health Sciences
1362	pub.1130238730	grid.411559.d	Clinical Sciences
1363	pub.1130238730	grid.411559.d	Immunology
1364	pub.1130238730	grid.411559.d	Medical and Health Sciences
1365	pub.1130238730	grid.411760.5	Clinical Sciences
1366	pub.1130238730	grid.411760.5	Immunology
1367	pub.1130238730	grid.411760.5	Medical and Health Sciences
1368	pub.1130238730	grid.10253.35	Clinical Sciences
1369	pub.1130238730	grid.10253.35	Immunology
1370	pub.1130238730	grid.10253.35	Medical and Health Sciences
1371	pub.1130238730	grid.411097.a	Clinical Sciences
1372	pub.1130238730	grid.411097.a	Immunology
1373	pub.1130238730	grid.411097.a	Medical and Health Sciences
1374	pub.1130238730	grid.13648.38	Clinical Sciences
1375	pub.1130238730	grid.13648.38	Immunology
1376	pub.1130238730	grid.13648.38	Medical and Health Sciences
1377	pub.1130238730	grid.4562.5	Clinical Sciences
1378	pub.1130238730	grid.4562.5	Immunology
1379	pub.1130238730	grid.4562.5	Medical and Health Sciences
1380	pub.1130238730	grid.5330.5	Clinical Sciences
1381	pub.1130238730	grid.5330.5	Immunology
1382	pub.1130238730	grid.5330.5	Medical and Health Sciences
1383	pub.1130238730	grid.461820.9	Clinical Sciences
1384	pub.1130238730	grid.461820.9	Immunology
1385	pub.1130238730	grid.461820.9	Medical and Health Sciences
1386	pub.1130238730	grid.419801.5	Clinical Sciences
1387	pub.1130238730	grid.419801.5	Immunology
1388	pub.1130238730	grid.419801.5	Medical and Health Sciences
1389	pub.1130238730	grid.10423.34	Clinical Sciences
1390	pub.1130238730	grid.10423.34	Immunology
1391	pub.1130238730	grid.10423.34	Medical and Health Sciences
1392	pub.1130238730	grid.10388.32	Clinical Sciences
1393	pub.1130238730	grid.10388.32	Immunology
1394	pub.1130238730	grid.10388.32	Medical and Health Sciences
1395	pub.1130238730	grid.6363.0	Clinical Sciences
1396	pub.1130238730	grid.6363.0	Immunology
1397	pub.1130238730	grid.6363.0	Medical and Health Sciences
1398	pub.1130254848	grid.9763.b	Medical Microbiology
1399	pub.1130254848	grid.9763.b	Medical and Health Sciences
1400	pub.1130254848	grid.7269.a	Medical Microbiology
1401	pub.1130254848	grid.7269.a	Medical and Health Sciences
1402	pub.1130327830	grid.5155.4	Psychology
1403	pub.1130327830	grid.5155.4	Psychology and Cognitive Sciences
1404	pub.1130327830	grid.1374.1	Psychology
1405	pub.1130327830	grid.1374.1	Psychology and Cognitive Sciences
1406	pub.1130327830	grid.9464.f	Psychology
1407	pub.1130327830	grid.9464.f	Psychology and Cognitive Sciences
1408	pub.1130327902	grid.5253.1	Oncology and Carcinogenesis
1409	pub.1130327902	grid.5253.1	Medical and Health Sciences
1410	pub.1130327902	grid.488877.c	Oncology and Carcinogenesis
1411	pub.1130327902	grid.488877.c	Medical and Health Sciences
1412	pub.1130340158	grid.259828.c	Public Health and Health Services
1413	pub.1130340158	grid.259828.c	Medical and Health Sciences
1414	pub.1130340158	grid.189967.8	Public Health and Health Services
1415	pub.1130340158	grid.189967.8	Medical and Health Sciences
1416	pub.1130340158	grid.34477.33	Public Health and Health Services
1417	pub.1130340158	grid.34477.33	Medical and Health Sciences
1418	pub.1130340158	grid.412726.4	Public Health and Health Services
1419	pub.1130340158	grid.412726.4	Medical and Health Sciences
1420	pub.1130340158	grid.26790.3a	Public Health and Health Services
1421	pub.1130340158	grid.26790.3a	Medical and Health Sciences
1422	pub.1130340158	grid.241167.7	Public Health and Health Services
1423	pub.1130340158	grid.241167.7	Medical and Health Sciences
1424	pub.1130340158	grid.267301.1	Public Health and Health Services
1425	pub.1130340158	grid.267301.1	Medical and Health Sciences
1426	pub.1130340158	grid.418334.9	Public Health and Health Services
1427	pub.1130340158	grid.418334.9	Medical and Health Sciences
1428	pub.1130340158	grid.47100.32	Public Health and Health Services
1429	pub.1130340158	grid.47100.32	Medical and Health Sciences
1430	pub.1130340158	grid.39382.33	Public Health and Health Services
1431	pub.1130340158	grid.39382.33	Medical and Health Sciences
1432	pub.1130340158	grid.280776.c	Public Health and Health Services
1433	pub.1130340158	grid.280776.c	Medical and Health Sciences
1434	pub.1130340158	grid.262743.6	Public Health and Health Services
1435	pub.1130340158	grid.262743.6	Medical and Health Sciences
1436	pub.1130340158	grid.240684.c	Public Health and Health Services
1437	pub.1130340158	grid.240684.c	Medical and Health Sciences
1438	pub.1130340158	grid.240372.0	Public Health and Health Services
1439	pub.1130340158	grid.240372.0	Medical and Health Sciences
1440	pub.1130340158	grid.239395.7	Public Health and Health Services
1441	pub.1130340158	grid.239395.7	Medical and Health Sciences
1442	pub.1130340158	grid.268154.c	Public Health and Health Services
1443	pub.1130340158	grid.268154.c	Medical and Health Sciences
1444	pub.1130340158	grid.170693.a	Public Health and Health Services
1445	pub.1130340158	grid.170693.a	Medical and Health Sciences
1446	pub.1130340158	grid.27755.32	Public Health and Health Services
1447	pub.1130340158	grid.27755.32	Medical and Health Sciences
1448	pub.1130340158	grid.267309.9	Public Health and Health Services
1449	pub.1130340158	grid.267309.9	Medical and Health Sciences
1450	pub.1130340158	grid.417046.0	Public Health and Health Services
1451	pub.1130340158	grid.417046.0	Medical and Health Sciences
1452	pub.1130340158	grid.17635.36	Public Health and Health Services
1453	pub.1130340158	grid.17635.36	Medical and Health Sciences
1454	pub.1130340158	grid.416387.f	Public Health and Health Services
1455	pub.1130340158	grid.416387.f	Medical and Health Sciences
1456	pub.1130340158	grid.410567.1	Public Health and Health Services
1457	pub.1130340158	grid.410567.1	Medical and Health Sciences
1458	pub.1130340158	grid.427785.b	Public Health and Health Services
1459	pub.1130340158	grid.427785.b	Medical and Health Sciences
1460	pub.1130340158	grid.24827.3b	Public Health and Health Services
1461	pub.1130340158	grid.24827.3b	Medical and Health Sciences
1462	pub.1130340744	grid.413225.3	Clinical Sciences
1463	pub.1130340744	grid.413225.3	Medical and Health Sciences
1464	pub.1130340744	grid.7839.5	Clinical Sciences
1465	pub.1130340744	grid.7839.5	Medical and Health Sciences
1466	pub.1130340744	grid.5252.0	Clinical Sciences
1467	pub.1130340744	grid.5252.0	Medical and Health Sciences
1468	pub.1130340744	grid.16149.3b	Clinical Sciences
1469	pub.1130340744	grid.16149.3b	Medical and Health Sciences
1470	pub.1130340744	grid.7708.8	Clinical Sciences
1471	pub.1130340744	grid.7708.8	Medical and Health Sciences
1472	pub.1130392179	grid.4563.4	Medical and Health Sciences
1473	pub.1130392179	grid.4563.4	Psychology and Cognitive Sciences
1474	pub.1130392179	grid.240404.6	Medical and Health Sciences
1475	pub.1130392179	grid.240404.6	Psychology and Cognitive Sciences
1476	pub.1130392179	grid.4827.9	Medical and Health Sciences
1477	pub.1130392179	grid.4827.9	Psychology and Cognitive Sciences
1478	pub.1130392179	grid.5335.0	Medical and Health Sciences
1479	pub.1130392179	grid.5335.0	Psychology and Cognitive Sciences
1480	pub.1130392179	grid.4868.2	Medical and Health Sciences
1481	pub.1130392179	grid.4868.2	Psychology and Cognitive Sciences
1482	pub.1130392179	grid.420004.2	Medical and Health Sciences
1483	pub.1130392179	grid.420004.2	Psychology and Cognitive Sciences
1484	pub.1130392179	grid.412915.a	Medical and Health Sciences
1485	pub.1130392179	grid.412915.a	Psychology and Cognitive Sciences
1486	pub.1130392179	grid.419728.1	Medical and Health Sciences
1487	pub.1130392179	grid.419728.1	Psychology and Cognitive Sciences
1488	pub.1130392179	grid.412346.6	Medical and Health Sciences
1489	pub.1130392179	grid.412346.6	Psychology and Cognitive Sciences
1490	pub.1130392179	grid.241103.5	Medical and Health Sciences
1491	pub.1130392179	grid.241103.5	Psychology and Cognitive Sciences
1492	pub.1130392179	grid.7445.2	Medical and Health Sciences
1493	pub.1130392179	grid.7445.2	Psychology and Cognitive Sciences
1494	pub.1130397336	grid.5253.1	Cardiorespiratory Medicine and Haematology
1495	pub.1130397336	grid.5253.1	Medical and Health Sciences
1496	pub.1130397336	grid.7497.d	Cardiorespiratory Medicine and Haematology
1497	pub.1130397336	grid.7497.d	Medical and Health Sciences
1498	pub.1130538308	grid.5386.8	Clinical Sciences
1499	pub.1130538308	grid.5386.8	Medical and Health Sciences
1500	pub.1130538308	grid.424247.3	Clinical Sciences
1501	pub.1130538308	grid.424247.3	Medical and Health Sciences
1502	pub.1130575443	grid.17635.36	Medical and Health Sciences
1503	pub.1130575443	grid.13097.3c	Medical and Health Sciences
1504	pub.1130654923	grid.144767.7	Clinical Sciences
1505	pub.1130654923	grid.144767.7	Medical and Health Sciences
1506	pub.1130654923	grid.7841.a	Clinical Sciences
1507	pub.1130654923	grid.7841.a	Medical and Health Sciences
1508	pub.1130654923	grid.7637.5	Clinical Sciences
1509	pub.1130654923	grid.7637.5	Medical and Health Sciences
1510	pub.1130654923	grid.477189.4	Clinical Sciences
1511	pub.1130654923	grid.477189.4	Medical and Health Sciences
1512	pub.1130654923	grid.415093.a	Clinical Sciences
1513	pub.1130654923	grid.415093.a	Medical and Health Sciences
1514	pub.1130654923	grid.4708.b	Clinical Sciences
1515	pub.1130654923	grid.4708.b	Medical and Health Sciences
1516	pub.1130687096	grid.500035.3	Immunology
1517	pub.1130687096	grid.500035.3	Medical and Health Sciences
1518	pub.1130687096	grid.10253.35	Immunology
1519	pub.1130687096	grid.10253.35	Medical and Health Sciences
1520	pub.1130687096	grid.6363.0	Immunology
1521	pub.1130687096	grid.6363.0	Medical and Health Sciences
1522	pub.1130687096	grid.42327.30	Immunology
1523	pub.1130687096	grid.42327.30	Medical and Health Sciences
1524	pub.1130687096	grid.410607.4	Immunology
1525	pub.1130687096	grid.410607.4	Medical and Health Sciences
1526	pub.1130687096	grid.10825.3e	Immunology
1527	pub.1130687096	grid.10825.3e	Medical and Health Sciences
1528	pub.1130687096	grid.22937.3d	Immunology
1529	pub.1130687096	grid.22937.3d	Medical and Health Sciences
1530	pub.1130687096	grid.24704.35	Immunology
1531	pub.1130687096	grid.24704.35	Medical and Health Sciences
1532	pub.1130687096	grid.5120.6	Immunology
1533	pub.1130687096	grid.5120.6	Medical and Health Sciences
1534	pub.1130687096	grid.7256.6	Immunology
1535	pub.1130687096	grid.7256.6	Medical and Health Sciences
1536	pub.1130687096	grid.4714.6	Immunology
1537	pub.1130687096	grid.4714.6	Medical and Health Sciences
1538	pub.1130687096	grid.412004.3	Immunology
1539	pub.1130687096	grid.412004.3	Medical and Health Sciences
1540	pub.1130687096	grid.420545.2	Immunology
1541	pub.1130687096	grid.420545.2	Medical and Health Sciences
1542	pub.1130687096	grid.412282.f	Immunology
1543	pub.1130687096	grid.412282.f	Medical and Health Sciences
1544	pub.1130687096	grid.7763.5	Immunology
1545	pub.1130687096	grid.7763.5	Medical and Health Sciences
1546	pub.1130687096	grid.15485.3d	Immunology
1547	pub.1130687096	grid.15485.3d	Medical and Health Sciences
1548	pub.1130687096	grid.239395.7	Immunology
1549	pub.1130687096	grid.239395.7	Medical and Health Sciences
1550	pub.1130687096	grid.4795.f	Immunology
1551	pub.1130687096	grid.4795.f	Medical and Health Sciences
1552	pub.1130687096	grid.473675.4	Immunology
1553	pub.1130687096	grid.473675.4	Medical and Health Sciences
1554	pub.1130687096	grid.11598.34	Immunology
1555	pub.1130687096	grid.11598.34	Medical and Health Sciences
1556	pub.1130687096	grid.10388.32	Immunology
1557	pub.1130687096	grid.10388.32	Medical and Health Sciences
1558	pub.1130687096	grid.6936.a	Immunology
1559	pub.1130687096	grid.6936.a	Medical and Health Sciences
1560	pub.1130687096	grid.8379.5	Immunology
1561	pub.1130687096	grid.8379.5	Medical and Health Sciences
1562	pub.1130687096	grid.1957.a	Immunology
1563	pub.1130687096	grid.1957.a	Medical and Health Sciences
1564	pub.1130687096	grid.6190.e	Immunology
1565	pub.1130687096	grid.6190.e	Medical and Health Sciences
1566	pub.1130687096	grid.5802.f	Immunology
1567	pub.1130687096	grid.5802.f	Medical and Health Sciences
1568	pub.1130687096	grid.4562.5	Immunology
1569	pub.1130687096	grid.4562.5	Medical and Health Sciences
1570	pub.1130687096	grid.15474.33	Immunology
1571	pub.1130687096	grid.15474.33	Medical and Health Sciences
1572	pub.1130687096	grid.4567.0	Immunology
1573	pub.1130687096	grid.4567.0	Medical and Health Sciences
1574	pub.1130687096	grid.10392.39	Immunology
1575	pub.1130687096	grid.10392.39	Medical and Health Sciences
1576	pub.1130687096	grid.469999.2	Immunology
1577	pub.1130687096	grid.469999.2	Medical and Health Sciences
1578	pub.1130687096	grid.16149.3b	Immunology
1579	pub.1130687096	grid.16149.3b	Medical and Health Sciences
1580	pub.1130687096	grid.476971.a	Immunology
1581	pub.1130687096	grid.476971.a	Medical and Health Sciences
1582	pub.1130687096	grid.7400.3	Immunology
1583	pub.1130687096	grid.7400.3	Medical and Health Sciences
1584	pub.1130687096	grid.8515.9	Immunology
1585	pub.1130687096	grid.8515.9	Medical and Health Sciences
1586	pub.1130687096	grid.8591.5	Immunology
1587	pub.1130687096	grid.8591.5	Medical and Health Sciences
1588	pub.1130687096	grid.8664.c	Immunology
1589	pub.1130687096	grid.8664.c	Medical and Health Sciences
1590	pub.1130687096	grid.10423.34	Immunology
1591	pub.1130687096	grid.10423.34	Medical and Health Sciences
1592	pub.1130687096	grid.14778.3d	Immunology
1593	pub.1130687096	grid.14778.3d	Medical and Health Sciences
1594	pub.1130687096	grid.477805.9	Immunology
1595	pub.1130687096	grid.477805.9	Medical and Health Sciences
1596	pub.1130687096	grid.410718.b	Immunology
1597	pub.1130687096	grid.410718.b	Medical and Health Sciences
1598	pub.1130687096	grid.418041.8	Immunology
1599	pub.1130687096	grid.418041.8	Medical and Health Sciences
1600	pub.1130687096	grid.7872.a	Immunology
1601	pub.1130687096	grid.7872.a	Medical and Health Sciences
1602	pub.1130687096	grid.7692.a	Immunology
1603	pub.1130687096	grid.7692.a	Medical and Health Sciences
1604	pub.1130687096	grid.7429.8	Immunology
1605	pub.1130687096	grid.7429.8	Medical and Health Sciences
1606	pub.1130687096	grid.4495.c	Immunology
1607	pub.1130687096	grid.4495.c	Medical and Health Sciences
1608	pub.1130718178	grid.428999.7	Immunology
1609	pub.1130718178	grid.428999.7	Medical and Health Sciences
1610	pub.1130718178	grid.508487.6	Immunology
1611	pub.1130718178	grid.508487.6	Medical and Health Sciences
1612	pub.1130787494	grid.24827.3b	Medical Microbiology
1613	pub.1130787494	grid.24827.3b	Medical and Health Sciences
1614	pub.1130787494	grid.5718.b	Medical Microbiology
1615	pub.1130787494	grid.5718.b	Medical and Health Sciences
1616	pub.1130787494	grid.489540.4	Medical Microbiology
1617	pub.1130787494	grid.489540.4	Medical and Health Sciences
1618	pub.1130787494	grid.411937.9	Medical Microbiology
1619	pub.1130787494	grid.411937.9	Medical and Health Sciences
1620	pub.1130838131	grid.410718.b	Immunology
1621	pub.1130838131	grid.410718.b	Medical and Health Sciences
1622	pub.1130838131	grid.6190.e	Immunology
1623	pub.1130838131	grid.6190.e	Medical and Health Sciences
1624	pub.1130838131	grid.410712.1	Immunology
1625	pub.1130838131	grid.410712.1	Medical and Health Sciences
1626	pub.1130838131	grid.5718.b	Immunology
1627	pub.1130838131	grid.5718.b	Medical and Health Sciences
1628	pub.1130905765	grid.8379.5	Pharmacology and Pharmaceutical Sciences
1629	pub.1130905765	grid.8379.5	Medical and Health Sciences
1630	pub.1130905765	grid.412970.9	Pharmacology and Pharmaceutical Sciences
1631	pub.1130905765	grid.412970.9	Medical and Health Sciences
1632	pub.1130905765	grid.419835.2	Pharmacology and Pharmaceutical Sciences
1633	pub.1130905765	grid.419835.2	Medical and Health Sciences
1634	pub.1130905765	grid.5718.b	Pharmacology and Pharmaceutical Sciences
1635	pub.1130905765	grid.5718.b	Medical and Health Sciences
1636	pub.1130928774	grid.5603.0	Public Health and Health Services
1637	pub.1130928774	grid.5603.0	Medical and Health Sciences
1638	pub.1130928774	grid.5570.7	Public Health and Health Services
1639	pub.1130928774	grid.5570.7	Medical and Health Sciences
1640	pub.1130970490	grid.9122.8	Econometrics
1641	pub.1130970490	grid.9122.8	Economics
1642	pub.1130985011	grid.10423.34	Public Health and Health Services
1643	pub.1130985011	grid.10423.34	Medical and Health Sciences
1644	pub.1130985011	grid.411760.5	Public Health and Health Services
1645	pub.1130985011	grid.411760.5	Medical and Health Sciences
1646	pub.1130993678	grid.419481.1	Good Health and Well Being
1647	pub.1130993678	grid.419481.1	Clinical Sciences
1648	pub.1130993678	grid.419481.1	Medical and Health Sciences
1649	pub.1131202528	grid.5155.4	Business and Management
1650	pub.1131202528	grid.5155.4	Commerce, Management, Tourism and Services
1651	pub.1131204097	grid.10493.3f	Microbiology
1652	pub.1131204097	grid.10493.3f	Immunology
1653	pub.1131204097	grid.10493.3f	Biological Sciences
1654	pub.1131204097	grid.10493.3f	Medical and Health Sciences
1655	pub.1131204097	grid.6363.0	Microbiology
1656	pub.1131204097	grid.6363.0	Immunology
1657	pub.1131204097	grid.6363.0	Biological Sciences
1658	pub.1131204097	grid.6363.0	Medical and Health Sciences
1659	pub.1131204097	grid.452235.7	Microbiology
1660	pub.1131204097	grid.452235.7	Immunology
1661	pub.1131204097	grid.452235.7	Biological Sciences
1662	pub.1131204097	grid.452235.7	Medical and Health Sciences
1663	pub.1131255014	grid.10420.37	Environmental Science and Management
1664	pub.1131255014	grid.10420.37	Environmental Sciences
1665	pub.1131255014	grid.8379.5	Environmental Science and Management
1666	pub.1131255014	grid.8379.5	Environmental Sciences
1667	pub.1131304301	grid.38603.3e	Immunology
1668	pub.1131304301	grid.38603.3e	Medical and Health Sciences
1669	pub.1131366772	grid.7048.b	Medical Microbiology
1670	pub.1131366772	grid.7048.b	Medical and Health Sciences
1671	pub.1131366772	grid.154185.c	Medical Microbiology
1672	pub.1131366772	grid.154185.c	Medical and Health Sciences
1673	pub.1131366772	grid.465524.4	Medical Microbiology
1674	pub.1131366772	grid.465524.4	Medical and Health Sciences
1675	pub.1131366772	grid.4991.5	Medical Microbiology
1676	pub.1131366772	grid.4991.5	Medical and Health Sciences
1677	pub.1131366772	grid.414148.c	Medical Microbiology
1678	pub.1131366772	grid.414148.c	Medical and Health Sciences
1679	pub.1131366772	grid.28046.38	Medical Microbiology
1680	pub.1131366772	grid.28046.38	Medical and Health Sciences
1681	pub.1131366772	grid.249335.a	Medical Microbiology
1682	pub.1131366772	grid.249335.a	Medical and Health Sciences
1683	pub.1131366772	grid.5254.6	Medical Microbiology
1684	pub.1131366772	grid.5254.6	Medical and Health Sciences
1685	pub.1131366772	grid.21155.32	Medical Microbiology
1686	pub.1131366772	grid.21155.32	Medical and Health Sciences
1687	pub.1131366772	grid.452606.3	Medical Microbiology
1688	pub.1131366772	grid.452606.3	Medical and Health Sciences
1689	pub.1131448655	grid.224260.0	Biochemistry and Cell Biology
1690	pub.1131448655	grid.224260.0	Biological Sciences
1691	pub.1131448655	grid.257413.6	Biochemistry and Cell Biology
1692	pub.1131448655	grid.257413.6	Biological Sciences
1693	pub.1131448655	grid.261331.4	Biochemistry and Cell Biology
1694	pub.1131448655	grid.261331.4	Biological Sciences
1695	pub.1131448655	grid.17091.3e	Biochemistry and Cell Biology
1696	pub.1131448655	grid.17091.3e	Biological Sciences
1697	pub.1131448655	grid.264727.2	Biochemistry and Cell Biology
1698	pub.1131448655	grid.264727.2	Biological Sciences
1699	pub.1131448655	grid.31501.36	Biochemistry and Cell Biology
1700	pub.1131448655	grid.31501.36	Biological Sciences
1701	pub.1131448655	grid.51462.34	Biochemistry and Cell Biology
1702	pub.1131448655	grid.51462.34	Biological Sciences
1703	pub.1131471047	grid.486565.c	Environmental Science and Management
1704	pub.1131471047	grid.486565.c	Environmental Sciences
1705	pub.1131471047	grid.470666.5	Environmental Science and Management
1706	pub.1131471047	grid.470666.5	Environmental Sciences
1707	pub.1131471047	grid.443388.0	Environmental Science and Management
1708	pub.1131471047	grid.443388.0	Environmental Sciences
1709	pub.1131471047	grid.1008.9	Environmental Science and Management
1710	pub.1131471047	grid.1008.9	Environmental Sciences
1711	pub.1131471047	grid.458477.d	Environmental Science and Management
1712	pub.1131471047	grid.458477.d	Environmental Sciences
1713	pub.1131471047	grid.11875.3a	Environmental Science and Management
1714	pub.1131471047	grid.11875.3a	Environmental Sciences
1715	pub.1131471047	grid.1003.2	Environmental Science and Management
