	full_name	main_affiliation
568	c_brewer	grid.214431.1
567	c_brettschneider	grid.13648.38
548	c_baeken	grid.411326.3
539	b_wollenberg	grid.15474.33
540	b_wong	grid.1002.3
541	b_zhao	grid.224260.0
542	c_adams	grid.411544.1
543	c_akdis	grid.22937.3d
545	c_almekinders	grid.4818.5
546	c_arens	grid.411559.d
547	c_arolt	grid.6190.e
566	c_bonino	grid.144767.7
551	c_baier	grid.10423.34
554	c_becker	grid.416008.b
559	c_bettag	grid.7450.6
560	c_betz	grid.13648.38
562	c_bieling	grid.9464.f
564	c_binder	grid.411984.1
565	c_bohr	grid.411941.8
451	b_ettl	grid.487248.5
449	b_ellinger	grid.418010.c
447	b_eichhorst	grid.6190.e
333	a_rothman	grid.31410.37
336	a_sall	grid.418508.0
337	a_salman	grid.16477.33
339	a_samy	grid.7269.a
340	a_saraste	grid.410552.7
342	a_sargeant	grid.7450.6
345	a_schaenzer	grid.8664.c
349	a_scherag	grid.275559.9
350	a_schettino	grid.6906.9
351	a_schlaak	grid.7708.8
353	a_schlotmann	grid.489338.d
356	a_schuster	grid.411984.1
359	a_segovia	grid.189504.1
361	a_seidlein	grid.5603.0
363	a_sharma	grid.497592.4
364	a_shenoy	grid.27860.3b
368	a_simmenroth	grid.411760.5
369	a_skogholt	grid.5947.f
374	a_stella	grid.1005.4
332	a_rothenberger	grid.7450.6
331	a_rotenberg	grid.38142.3c
330	a_rosenkranz	grid.473675.4
317	a_quaas	grid.6190.e
303	a_pesenti	grid.414818.0
306	a_peterchev	grid.26009.3d
307	a_petrov	grid.7450.6
308	a_piovezan-borges	grid.412352.3
311	a_polle	grid.7450.6
312	a_polyzos	grid.5386.8
313	a_polyzou	grid.5216.0
314	a_prokscha	grid.412970.9
315	a_python	grid.13402.34
318	a_quartarone	grid.10438.3e
329	a_rosche	grid.13648.38
319	a_rai	grid.268154.c
321	a_ramani	grid.14778.3d
323	a_rasmussen	grid.21729.3f
324	a_reuter	grid.7450.6
325	a_ringer	grid.24827.3b
326	a_rivera-villanueva	grid.418275.d
327	a_rogge	grid.9764.c
328	a_rolf	grid.419757.9
377	a_strzelczyk	grid.7839.5
431	a_zalewska‐janowska	grid.8267.b
421	a_wells	grid.439338.6
422	a_weyland	grid.419838.f
423	a_windak	grid.5522.0
424	a_woods	grid.15276.37
425	a_wulff	grid.10423.34
426	a_yee	grid.5386.8
427	a_yousif	grid.7776.1
428	a_zabalza	grid.7080.f
429	a_zacharasiewicz	grid.417109.a
430	a_zaki	grid.7269.a
432	a_zaliani	grid.418010.c
419	a_weber	grid.419514.c
433	a_zangen	grid.7489.2
434	a_zangrillo	grid.18887.3e
436	a_zuddas	grid.7763.5
437	b_ahmed	grid.7776.1
438	b_bengsch	grid.5963.9
440	b_bozkurt	grid.39382.33
443	b_buettner	grid.7450.6
444	b_diercks	grid.13648.38
420	a_weigert	grid.419518.0
418	a_waltersbacher	grid.489338.d
381	a_susac	grid.4808.4
398	a_tzankov	grid.410567.1
383	a_syed	grid.224260.0
384	a_tagka	grid.5216.0
387	a_thielscher	grid.411905.8
391	a_toomey	grid.241963.b
393	a_torno	grid.7450.6
394	a_torres	grid.425902.8
397	a_trebilcock	grid.7450.6
399	a_uhlig	grid.411984.1
415	a_wahab	grid.486565.c
405	a_van der walt	grid.1002.3
407	a_vieillard-baron	grid.50550.35
408	a_vilfan	grid.11375.31
410	a_vogelgesang	grid.411984.1
411	a_voors	grid.4494.d
413	a_voss	grid.413327.0
414	a_vultaggio	grid.24704.35
1189	f_martinez	grid.10692.3c
1191	f_micale	grid.489350.3
1192	f_michels	grid.412468.d
1995	k_kadinjappalli	grid.486565.c
1996	k_kainz	grid.417109.a
2000	k_kis-katos	grid.7450.6
2001	k_kito	grid.26999.3d
2002	k_knobeloch	grid.5963.9
2003	k_knochel	grid.411095.8
2005	k_kolotourou	grid.411984.1
2006	k_konno	grid.7362.0
2009	k_kreipe	grid.411984.1
2010	k_kuchta	grid.411984.1
2011	k_kulthanan	grid.10223.32
2012	k_kuppalli	grid.259828.c
2013	k_kurze	grid.445630.0
2015	k_lang	grid.5718.b
2016	k_lenk	grid.411339.d
2017	k_lorenzen	grid.434729.f
2018	k_maetz-rensing	grid.418215.b
2019	k_magellan	grid.470666.5
2023	k_masuch	grid.7450.6
2024	k_mayer	grid.411067.5
1993	k_joshi	grid.240684.c
1992	k_jensen	grid.467607.4
1972	k_haeusler	grid.6363.0
1961	k_friston	grid.83440.3b
1963	k_godse	grid.444604.6
1964	k_grabmeier-pfistershammer	grid.22937.3d
1965	k_groeschel	grid.410607.4
1966	k_grogan	grid.29857.31
1967	k_guenther	grid.11749.3a
1968	k_habenicht	grid.5330.5
1973	k_hantke	grid.10392.39
1991	k_jeličić	grid.4808.4
1974	k_hartmann	grid.410567.1
1976	k_heidemann	grid.419514.c
1977	k_heim	grid.6363.0
1978	k_heinemann	grid.411984.1
1987	k_hveem	grid.5947.f
1988	k_jamal	grid.18886.3f
1990	k_jantke	grid.9026.d
2025	k_mcguire	grid.170202.6
2031	k_miskowiak	grid.475435.4
1959	k_fraedrich	grid.411668.c
2064	k_sofiadis	grid.411984.1
2065	k_sohrabi	grid.440967.8
2066	k_sommer	grid.10423.34
2067	k_sparrer	grid.410712.1
2069	k_stein	grid.418905.1
2072	k_stock	grid.6936.a
2073	k_szajek	grid.452286.f
2074	k_trijatmiko	grid.419387.0
2075	k_tuite-dalton	grid.4827.9
2078	k_van lancker	grid.5342.0
2080	k_vishwanathan	grid.17091.3e
2084	k_weissenborn	grid.10423.34
2085	k_willott	grid.5335.0
2088	k_zacharowski	grid.411088.4
2089	k_zienkiewicz	grid.7450.6
2090	l_abassi	grid.7490.a
2091	l_ackermann	grid.452396.f
2094	l_allweiss	grid.13648.38
2095	l_arruda	grid.11899.38
2096	l_atabekyan	grid.465313.6
2098	l_bear	grid.13063.37
2063	k_shu	grid.418972.1
2062	k_sherwood	grid.17091.3e
2061	k_seidl	grid.492033.f
2033	k_moesbauer	grid.452463.2
2035	k_nemat	grid.412282.f
2036	k_ohla	grid.5949.1
2037	k_papenfort	grid.5252.0
2041	k_rabe	grid.4562.5
2042	k_radenbach	grid.411984.1
2043	k_rai	grid.414128.a
2046	k_rice	grid.4305.2
2049	k_rowell	grid.266190.a
2060	k_schughart	grid.7490.a
2050	k_rutkowski	grid.420545.2
2051	k_sainsbury	grid.17089.37
2053	k_saternus	grid.7450.6
2054	k_schaekel	grid.5253.1
2055	k_scholz	grid.460019.a
2056	k_schrenk	grid.10392.39
2057	k_schuetze	grid.6936.a
1958	k_fischer	grid.6190.e
1807	j_pantel	grid.488779.d
1889	j_vansynghel	grid.8379.5
1852	j_schneider	grid.7468.d
1854	j_schroeder	grid.1957.a
1855	j_schulze	grid.411984.1
1857	j_schwarzbauer	grid.1957.a
1858	j_schwarze	grid.418041.8
1859	j_seifried	grid.6363.0
1866	j_simard	grid.168010.e
1867	j_skieceviciene	grid.45083.3a
1870	j_soeding	grid.418140.8
1873	j_sperhake	grid.13648.38
1874	j_stegbauer	grid.14778.3d
1876	j_sánchez	grid.412881.6
1877	j_tanevski	grid.7700.0
1878	j_teerlink	grid.266102.1
1880	j_thomae	grid.411984.1
1882	j_tohme	grid.418348.2
1883	j_turner	grid.13648.38
1884	j_urrea-quintero	grid.419514.c
1885	j_valdebenito	grid.7122.6
1887	j_vandeput	grid.415751.3
1849	j_schmitzová	grid.418140.8
1809	j_park	grid.412581.b
1810	j_peiris	grid.194645.b
1812	j_peter	grid.7836.a
1813	j_pickert	grid.10253.35
1815	j_poess	grid.9647.c
1816	j_puglisi	grid.168010.e
1819	j_quintero	grid.466790.a
1827	j_rink	grid.418140.8
1828	j_ristenpart	grid.10423.34
1829	j_roether	grid.452271.7
1831	j_rohrbach	grid.10392.39
1832	j_roider	grid.476041.0
1833	j_rojas	grid.418248.3
1834	j_rothwell	grid.450002.3
1837	j_saez-rodriguez	grid.7700.0
1838	j_saloga	grid.5802.f
1843	j_schipper	grid.14778.3d
1890	j_vilaseca	grid.5841.8
1891	j_vogelgsang	grid.38142.3c
1928	k_boztug	grid.22937.3d
1932	k_bruchhage	grid.412468.d
1933	k_chaudhuri	grid.13097.3c
1935	k_chong	grid.6214.1
1937	k_czabanowska	grid.458414.8
1939	k_damman	grid.4494.d
1940	k_detterbeck	grid.7450.6
1941	k_dickstein	grid.412835.9
1943	k_diedrich	grid.412468.d
1944	k_dodds	grid.4970.a
1945	k_egervari	grid.150338.c
1946	k_eller	grid.11598.34
1947	k_eltom	grid.9763.b
1948	k_eschke	grid.7490.a
1949	k_evangelou	grid.5216.0
1952	k_faisal	grid.414142.6
1954	k_farh	grid.185669.5
1956	k_fechner	grid.7450.6
1926	k_beyer	grid.6734.6
1922	k_bartz-schmidt	grid.411544.1
1902	j_wen	grid.66741.32
1893	j_vom dahl	grid.500048.9
1894	j_von tresckow	grid.411097.a
1896	j_voss	grid.4367.6
1897	j_wason	grid.1006.7
1899	j_weber	grid.418892.e
1900	j_weis	grid.412301.5
1901	j_weissman	grid.266102.1
1903	j_whitehead	grid.9835.7
1921	k_banasik	grid.5254.6
1904	j_wienands	grid.411984.1
1908	j_wittes	grid.437929.2
1909	j_yin	grid.13402.34
1910	j_zaehringer	grid.5734.5
1913	j_zenk	grid.419801.5
1914	j_zhang	grid.415105.4
1917	k_abhishek	grid.203448.9
1918	k_alim	grid.419514.c
2099	l_bellut	grid.411668.c
2101	l_bouillet	grid.410529.b
2291	m_chitsazan	grid.239395.7
2296	m_cressoni	grid.7563.7
2297	m_cuadra	grid.433220.4
2299	m_dahlkemper	grid.7450.6
2300	m_dakna	grid.411984.1
2302	m_danila	grid.265892.2
2305	m_dibattista	grid.7644.1
2308	m_djukic	grid.411984.1
2313	m_doepfner	grid.411097.a
2316	m_dreher	grid.1957.a
2317	m_drent	grid.415960.f
2318	m_duddy	grid.420004.2
2319	m_duering	grid.411984.1
2320	m_d’amato	grid.1002.3
2290	m_chen	grid.452927.f
2288	m_chaudhry	grid.7490.a
2271	m_bizjak	grid.412388.4
2255	m_ay	grid.411705.6
2256	m_aytekin	grid.15876.3d
2258	m_bauer	grid.9613.d
2259	m_bayoumi	grid.7776.1
2260	m_begemann	grid.411984.1
2264	m_ben‐shoshan	grid.63984.30
2265	m_bernhard	grid.14778.3d
2267	m_bernstein	grid.215654.1
2269	m_biffi	grid.6292.f
2272	m_blangiardo	grid.7445.2
2287	m_chapman	grid.7400.3
2274	m_boesherz	grid.411984.1
2275	m_bonelli	grid.22937.3d
2276	m_bramkamp	grid.9764.c
2277	m_bucher	grid.461820.9
2278	m_burger	grid.491618.3
2281	m_busch	grid.10423.34
2282	m_canis	grid.411095.8
2284	m_capece	grid.168010.e
2286	m_cecchini	grid.5611.3
2325	m_elgamal	grid.7776.1
2102	l_broman	grid.24381.3c
2364	m_giger	grid.5734.5
2365	m_gimenez	grid.9647.c
2366	m_girardis	grid.413363.0
2369	m_golebiewski	grid.424699.4
2370	m_goncalo	grid.8051.c
2371	m_gottardo	grid.14778.3d
2373	m_grade	grid.411984.1
2374	m_grashoff	grid.7490.a
2375	m_gregor	grid.413354.4
2378	m_grossmann	grid.411984.1
2379	m_gruendling	grid.412469.c
2381	m_haag	grid.461673.1
2382	m_haedicke	grid.411984.1
2383	m_haerter	grid.13648.38
2384	m_hafeez	grid.39382.33
2387	m_hallett	grid.416870.c
2388	m_hauke	grid.5330.5
2389	m_heimesaat	grid.6363.0
2390	m_heinrich	grid.83440.3b
2392	m_helm	grid.415600.6
2393	m_henkes	grid.469999.2
2362	m_geyer	grid.4488.0
2361	m_gerstlauer	grid.7307.3
2343	m_forslund	grid.55325.34
2331	m_fandler	grid.419802.6
2332	m_farruggia	grid.47100.32
2333	m_faye	grid.418508.0
2334	m_feja	grid.412970.9
2335	m_felipe-lucia	grid.421064.5
2337	m_fellhauer	grid.469999.2
2338	m_ferrari	grid.491861.3
2339	m_ferrin	grid.451052.7
2341	m_fischer	grid.459378.4
2344	m_forster	grid.9764.c
2359	m_gernert	grid.412970.9
2348	m_frick	grid.6582.9
2349	m_friedrichsen	grid.10423.34
2350	m_fudim	grid.189509.c
2351	m_fuerstenau	grid.411097.a
2353	m_gabrielsen	grid.5947.f
2357	m_garcia-alai	grid.475756.2
2358	m_george	grid.259828.c
2249	m_al‐ahmad	grid.411196.a
2248	m_alai	grid.475756.2
2247	m_akdis	grid.7400.3
2137	l_garibaldi	grid.440499.4
2143	l_giessen	grid.4488.0
2144	l_giosa	grid.7605.4
2145	l_goeschl	grid.22937.3d
2149	l_haider	grid.10548.38
2150	l_hampson	grid.419481.1
2151	l_harnisch	grid.7450.6
2154	l_henss	grid.425396.f
2155	l_hesse	grid.470768.a
2157	l_issmail	grid.418008.5
2158	l_ivanjek	grid.4488.0
2159	l_jones-engel	grid.34477.33
2160	l_kaplan	grid.7450.6
2161	l_kappos	grid.6612.3
2165	l_klingelhoefer	grid.4488.0
2166	l_korsten	grid.49697.35
2167	l_kriston	grid.13648.38
2169	l_kurgan	grid.224260.0
2171	l_leocani	grid.15496.3f
2135	l_gabrielli	grid.5326.2
2134	l_fritsche	grid.214458.e
2118	l_cicin-sain	grid.7490.a
2103	l_bruch	grid.460088.2
2105	l_brunotte	grid.5949.1
2106	l_c	grid.13648.38
2113	l_carpenter	grid.273271.2
2114	l_chaieb	grid.411984.1
2116	l_charvet	grid.137628.9
2117	l_christiansen	grid.411905.8
2119	l_coates	grid.4991.5
2133	l_freudelsperger	grid.5802.f
2120	l_colen	grid.489350.3
2122	l_conradi	grid.411984.1
2124	l_de oliveira	grid.435540.3
2125	l_de raedt	grid.5596.f
2126	l_di girolamo	grid.419557.b
2127	l_drees	grid.418140.8
2128	l_ensina	grid.411249.b
2174	l_liu	grid.6363.0
2176	l_lowe	grid.47840.3f
2226	l_tondo	grid.38142.3c
2213	l_rump	grid.411327.2
2214	l_saager	grid.214458.e
2216	l_sales	grid.411087.b
2218	l_sander	grid.6363.0
2219	l_soerensen	grid.419514.c
2220	l_staendker	grid.410712.1
2230	l_wang	grid.412536.7
2211	l_roth	grid.417109.a
2231	l_wettstein	grid.410712.1
2232	l_xue	grid.4709.a
2240	m_abloescher	grid.487248.5
2241	m_absinta	grid.21107.35
2243	m_addo	grid.13648.38
2209	l_rogge	grid.9122.8
2177	l_mackerodt	grid.7450.6
2190	l_papazian	grid.414244.3
2179	l_mayer	grid.7708.8
2180	l_middleton	grid.419728.1
2181	l_munshi	grid.17063.33
2185	l_nicod	grid.8515.9
2187	l_oesterhelweg	grid.6363.0
2189	l_olabarrieta-landa	grid.410476.0
2208	l_roessler	grid.7468.d
2196	l_porter	grid.486565.c
2197	l_powell	grid.8250.f
2199	l_prokop	grid.66875.3a
2200	l_proulx	grid.498672.6
2202	l_ramos garcia	grid.18886.3f
2204	l_roesnick	grid.452396.f
1801	j_narváez-gómez	grid.5335.0
1193	f_moeckl	grid.13648.38
1389	h_bone	grid.465291.d
1391	h_bouis	grid.419346.d
1395	h_butzkueven	grid.1002.3
1398	h_chen	grid.443245.0
1399	h_clausnizer	grid.412468.d
1401	h_de steur	grid.5342.0
1402	h_dickel	grid.416438.c
1405	h_ekhtiari	grid.417423.7
1406	h_elias	grid.51462.34
1407	h_feistritzer	grid.9647.c
1411	h_gelderblom	grid.13652.33
1412	h_gerlach	grid.433867.d
1413	h_ghaffari	grid.411189.4
1417	h_goebel	grid.6363.0
1419	h_grubmuller	grid.418140.8
1420	h_haenke	grid.7450.6
1421	h_han	grid.434729.f
1422	h_hengel	grid.5963.9
1423	h_heppner	grid.412581.b
1388	h_axer	grid.275559.9
1384	h_amer	grid.7776.1
1378	g_yip	grid.482283.7
1359	g_schlaug	grid.239395.7
1347	g_rohde	grid.411088.4
1348	g_rosano	grid.18887.3e
1350	g_ryan	grid.1008.9
1352	g_salg	grid.5253.1
1353	g_salinas	grid.411984.1
1354	g_sani	grid.411075.6
1358	g_sardella	grid.7841.a
1361	g_shahabuddin	grid.486565.c
1362	g_silva boos	grid.8664.c
1363	g_solano-hermosilla	grid.489350.3
1364	g_ssebyatika	grid.10423.34
1367	g_torres	grid.254880.3
1369	g_von lewinski	grid.411984.1
1370	g_wiegers	grid.5361.1
1371	g_wilson	grid.24827.3b
1372	g_wolf	grid.411067.5
1343	g_peña-murillo	grid.466493.a
1434	h_hoffmann	grid.134907.8
1474	h_noei	grid.7683.a
1475	h_nunes	grid.413780.9
1476	h_olze	grid.6363.0
1477	h_pitt	grid.5600.3
1478	h_pouraliakbar	grid.411746.1
1479	h_radbruch	grid.6363.0
1483	h_reichardt	grid.411984.1
1484	h_reichmann	grid.4488.0
1485	h_roesner	grid.449475.f
1486	h_roggenkamp	grid.13648.38
1488	h_ruether	grid.411984.1
1489	h_rutter	grid.7340.0
1490	h_salié	grid.7708.8
1491	h_scheiblauer	grid.425396.f
1492	h_schlemmer	grid.5253.1
1494	h_schlueter	grid.13648.38
1495	h_schmidt	grid.411984.1
1498	h_schroeder	grid.489338.d
1499	h_seo	grid.31501.36
1500	h_siebner	grid.411702.1
1473	h_nef	grid.411067.5
1472	h_naim	grid.412970.9
1471	h_mutlak	grid.419837.0
1452	h_krenzlin	grid.5802.f
1437	h_iro	grid.411668.c
1439	h_kaba	grid.411984.1
1441	h_kallio-kokko	grid.15485.3d
1444	h_kenngott	grid.5253.1
1448	h_knotkova	grid.251993.5
1450	h_kollmus	grid.7490.a
1453	h_lapp	grid.470036.6
1470	h_moussa	grid.452146.0
1454	h_lechte	grid.7450.6
1456	h_li	grid.216938.7
1458	h_loewenheim	grid.411544.1
1461	h_martin	grid.6363.0
1463	h_mei	grid.418217.9
1464	h_meinig	grid.490718.3
1468	h_moellmann	grid.459950.4
1469	h_mooney	grid.168010.e
1346	g_riewe	grid.5252.0
1342	g_petzold	grid.411984.1
1275	g_dobler	grid.414796.9
1240	f_uellendahl-werth	grid.9764.c
1242	f_vajna	grid.424945.a
1245	f_vasques	grid.13097.3c
1248	f_von samson-himmelstjerna	grid.412468.d
1249	f_wang	grid.7450.6
1250	f_westermeier	grid.7683.a
1251	f_zannad	grid.29172.3f
1252	f_zech	grid.410712.1
1253	f_ziemssen	grid.10392.39
1254	g_andriani	grid.7644.1
1255	g_arrambide	grid.7080.f
1259	g_bao	grid.411984.1
1265	g_braun	grid.1957.a
1266	g_buttafuoco	grid.5326.2
1267	g_cabanac	grid.508721.9
1268	g_callaini	grid.6190.e
1270	g_casalini	grid.4708.b
1271	g_chehab	grid.411327.2
1239	f_turbanisch	grid.7450.6
1236	f_theilig	grid.9764.c
1235	f_tea	grid.413973.b
1214	f_salghetti	grid.412725.7
1202	f_padberg	grid.411095.8
1204	f_petzke	grid.411984.1
1205	f_pugliese	grid.7841.a
1206	f_richter	grid.412970.9
1207	f_ringel	grid.5802.f
1209	f_romitti	grid.411984.1
1210	f_rueff	grid.5252.0
1212	f_ruëff	grid.411095.8
1213	f_sabato	grid.144767.7
1218	f_scheibe	grid.6363.0
1219	f_schinzel	grid.14778.3d
1224	f_sellebjerg	grid.475435.4
1226	f_simon	grid.411097.a
1228	f_soergel	grid.5718.b
1229	f_spertin	grid.8515.9
1230	f_spertini	grid.6363.0
1273	g_dame	grid.11348.3f
1276	g_dore	grid.1005.4
1341	g_pasquini	grid.4488.0
1312	g_karakaya	grid.14442.37
1313	g_kernbach-wighton	grid.411067.5
1315	g_koch	grid.417778.a
1316	g_kochs	grid.5963.9
1320	g_laier-groeneveld	grid.411984.1
1321	g_lenz	grid.16149.3b
1322	g_lewis	grid.32224.35
1323	g_lochnit	grid.8664.c
1324	g_lotta	grid.452413.5
1325	g_loughran	grid.7872.a
1326	g_lukinavičius	grid.418140.8
1327	g_martin	grid.189967.8
1328	g_marx	grid.412301.5
1330	g_matthews	grid.1005.4
1332	g_mayr	grid.9764.c
1336	g_mitronova	grid.418140.8
1337	g_monneret	grid.412180.e
1338	g_murillo	grid.466493.a
1339	g_neitzke	grid.10423.34
1310	g_juckel	grid.5570.7
1309	g_jordakieva	grid.22937.3d
1308	g_ismail	grid.7269.a
1292	g_froeschl	grid.5252.0
1278	g_dressler	grid.10854.38
1280	g_dussault	grid.10772.33
1281	g_duttge	grid.7450.6
1283	g_elke	grid.412468.d
1284	g_emons	grid.7450.6
1285	g_esperanza	grid.466493.a
1287	g_fink	grid.6612.3
1288	g_fois	grid.6582.9
1293	g_gakis	grid.411760.5
1306	g_herrler	grid.412970.9
1294	g_gale	grid.412151.2
1296	g_geri	grid.413756.2
1299	g_govaart	grid.419524.f
1303	g_hartwigsen	grid.419524.f
1304	g_hasenfuss	grid.411984.1
1305	g_hemmrich-stanisak	grid.9764.c
1503	h_siekmann	grid.461820.9
1504	h_sievert	grid.476904.8
1730	j_illian	grid.8756.c
1679	j_floege	grid.1957.a
1685	j_frohn	grid.7450.6
1686	j_garcia varo	grid.7892.4
1688	j_ghazoul	grid.4305.2
1691	j_gopalakrishnan	grid.14778.3d
1693	j_grabow	grid.7450.6
1696	j_grundmann	grid.7450.6
1697	j_gsponer	grid.17091.3e
1698	j_hagemann	grid.410607.4
1704	j_haushofer	grid.10548.38
1706	j_haybaeck	grid.11598.34
1708	j_heinsohn	grid.7450.6
1712	j_hescheler	grid.6190.e
1713	j_heuberger	grid.6363.0
1678	j_fischer	grid.7450.6
1677	j_fellay	grid.9851.5
1662	j_dissemond	grid.5718.b
1651	j_cleland	grid.8756.c
1652	j_cohen	grid.239578.2
1653	j_comin-colet	grid.411129.e
1655	j_crary	grid.59734.3c
1656	j_crinion	grid.83440.3b
1657	j_daskalakis	grid.155956.b
1659	j_de sèze	grid.412220.7
1661	j_demiselle	grid.411147.6
1663	j_doescher	grid.410712.1
1664	j_dowd	grid.4991.5
1665	j_droogendijk	grid.416373.4
1667	j_drury	grid.12082.39
1668	j_dutzmann	grid.461820.9
1669	j_eichler	grid.5330.5
1670	j_erlenwein	grid.411984.1
1671	j_espinoza-delgado	grid.420318.c
1673	j_ezekowitz	grid.17089.37
1674	j_feil	grid.7450.6
1719	j_hodek	grid.418892.e
1732	j_janek	grid.8664.c
1733	j_janetka	grid.4367.6
1765	j_lefaucheur	grid.412116.1
1768	j_lindenfeld	grid.412807.8
1770	j_lobrinus	grid.150338.c
1771	j_lotz	grid.411984.1
1772	j_maaten	grid.4494.d
1773	j_mackenzie	grid.4305.2
1774	j_mahamid	grid.4709.a
1775	j_mancebo	grid.413396.a
1780	j_martin-moreno	grid.5338.d
1782	j_matschke	grid.13648.38
1784	j_mcmurray	grid.8756.c
1785	j_mcneely	grid.486565.c
1787	j_meinhardt	grid.6363.0
1789	j_menzel	grid.492033.f
1790	j_metzger	grid.5560.6
1792	j_michel	grid.8591.5
1793	j_miller	grid.486565.c
1794	j_moessner	grid.411339.d
1795	j_morley	grid.1013.3
1799	j_muntermann	grid.7450.6
1763	j_lay	grid.7450.6
1735	j_jarvers	grid.411339.d
1736	j_judek	grid.461772.1
1737	j_kajzer-bonk	grid.450925.f
1739	j_kamp	grid.5949.1
1741	j_kelly	grid.438536.f
1744	j_kleine-tebbe	grid.8379.5
1745	j_klussmann	grid.6190.e
1750	j_kranz	grid.459927.4
1761	j_larsen	grid.411984.1
1753	j_krebs	grid.411778.c
1754	j_krisam	grid.5253.1
1756	j_kroschel	grid.410712.1
1757	j_kuhle	grid.6612.3
1758	j_kuhn	grid.411097.a
1759	j_kupcinskas	grid.45083.3a
1760	j_lahner	grid.461644.5
1649	j_chong	grid.486565.c
1645	j_camprodon	grid.38142.3c
1542	i_casper	grid.412004.3
1545	i_cherrez‐ojeda	grid.442156.0
1547	i_diaz reviriego	grid.10211.33
1548	i_dorofeeva	grid.18919.38
1550	i_eckerle	grid.150338.c
1551	i_eitel	grid.412468.d
1553	i_figueras‐nart	grid.5841.8
1554	i_filiz	grid.461772.1
1555	i_fragata	grid.418334.9
1556	i_frommholz	grid.6374.6
1558	i_geljic	grid.22939.33
1559	i_gerhauser	grid.412970.9
1560	i_ghodratitoostani	grid.11899.38
1561	i_gosbell	grid.1029.a
1564	i_hege	grid.7307.3
1566	i_jørgensen	grid.5254.6
1568	i_khansahib	grid.13648.38
1569	i_khorozyan	grid.7450.6
1572	i_marchand-casas	grid.415751.3
1541	i_boys	grid.267313.2
1540	i_boura	grid.46699.34
1524	h_ullum	grid.4973.9
1506	h_simianer	grid.7450.6
1511	h_steinhausen	grid.10825.3e
1514	h_strulik	grid.7450.6
1515	h_syed	grid.224260.0
1516	h_tam	grid.42327.30
1519	h_thiele	grid.9647.c
1521	h_treiber	grid.411984.1
1523	h_tsutsui	grid.177174.3
1525	h_vanderschuren	grid.4861.b
1538	i_boccon‐gibod	grid.410529.b
1527	h_verberne	grid.7177.6
1528	h_voelzke	grid.5603.0
1529	h_wagner	grid.5252.0
1530	h_wang	grid.7450.6
1531	h_wrede	grid.469999.2
1533	i_abdi	grid.418818.c
1535	i_agache	grid.5120.6
1536	i_akin	grid.411778.c
1575	i_martinez	grid.264933.9
1577	i_methfessel	grid.411984.1
1627	j_brockmoeller	grid.7450.6
1613	j_bauersachs	grid.10423.34
1614	j_beitler	grid.21729.3f
1616	j_bermejo-martín	grid.413448.e
1618	j_bernstein	grid.24827.3b
1619	j_blay-cadanet	grid.7048.b
1620	j_boeckhaus	grid.411984.1
1626	j_brandel	grid.411439.a
1628	j_bucerius	grid.411984.1
1611	j_bauer	grid.488779.d
1633	j_buitelaar	grid.10417.33
1634	j_buters	grid.410607.4
1641	j_callizo	grid.7450.6
1642	j_camp	grid.508836.0
1610	j_bartek	grid.4714.6
1578	i_mourkioti	grid.5216.0
1595	i_voigt	grid.477277.6
1580	i_odak	grid.10423.34
1581	i_oerlecke	grid.491961.2
1585	i_pigeot	grid.418465.a
1587	i_pollet	grid.411959.1
1589	i_rubio	grid.275559.9
1591	i_slamet-loedin	grid.419387.0
1592	i_steffan-dewenter	grid.8379.5
1593	i_steinberg	grid.411984.1
1597	i_wong	grid.83440.3b
1598	i_zerr	grid.411984.1
1599	j_almeida	grid.8051.c
1600	j_altmueller	grid.6190.e
1601	j_anstatt	grid.411984.1
1603	j_arango-lasprilla	grid.11480.3c
1605	j_atkins	grid.223827.e
1607	j_b&#38;#283;lohlávek	grid.411798.2
1608	j_barros-martins	grid.10423.34
4095	z_zhao	grid.411472.5
