	main_affiliation	category	category_count
2464	grid.507636.1	Studies in Human Society	1
2465	grid.8752.8	Zoology	1
2466	grid.8752.8	Anthropology	1
2467	grid.8752.8	Biological Sciences	1
2468	grid.8752.8	Studies in Human Society	1
2469	grid.137628.9	Zoology	1
2470	grid.137628.9	Anthropology	1
2471	grid.137628.9	Biological Sciences	1
2472	grid.137628.9	Studies in Human Society	1
2473	grid.421582.8	Zoology	1
2474	grid.421582.8	Anthropology	1
2475	grid.421582.8	Biological Sciences	1
2476	grid.421582.8	Studies in Human Society	1
2477	grid.4305.2	Zoology	1
2478	grid.4305.2	Anthropology	1
2479	grid.4305.2	Biological Sciences	1
2480	grid.4305.2	Studies in Human Society	1
2481	grid.418377.e	Zoology	1
2482	grid.418377.e	Anthropology	1
2483	grid.418377.e	Biological Sciences	1
2484	grid.418377.e	Studies in Human Society	1
2485	grid.453420.4	Zoology	1
2486	grid.453420.4	Anthropology	1
2487	grid.453420.4	Biological Sciences	1
2488	grid.453420.4	Studies in Human Society	1
2489	grid.417634.3	Zoology	1
2490	grid.417634.3	Anthropology	1
2491	grid.417634.3	Biological Sciences	1
2492	grid.417634.3	Studies in Human Society	1
2493	grid.39382.33	Zoology	1
2494	grid.39382.33	Anthropology	1
2495	grid.39382.33	Biological Sciences	1
2496	grid.39382.33	Studies in Human Society	1
2497	grid.5612.0	Zoology	1
2498	grid.5612.0	Anthropology	1
2499	grid.5612.0	Biological Sciences	1
2500	grid.5612.0	Studies in Human Society	1
2501	grid.267852.c	Zoology	1
2502	grid.267852.c	Anthropology	1
2503	grid.267852.c	Biological Sciences	1
2504	grid.267852.c	Studies in Human Society	1
2505	grid.134907.8	Zoology	1
2506	grid.134907.8	Anthropology	1
2507	grid.134907.8	Biological Sciences	1
2508	grid.134907.8	Studies in Human Society	1
2509	grid.419010.d	Zoology	1
2510	grid.419010.d	Anthropology	1
2511	grid.419010.d	Biological Sciences	1
2512	grid.419010.d	Studies in Human Society	1
2513	grid.21155.32	Zoology	1
2514	grid.21155.32	Anthropology	1
2515	grid.21155.32	Studies in Human Society	1
2516	grid.185669.5	Zoology	1
2517	grid.185669.5	Anthropology	1
2518	grid.185669.5	Biological Sciences	1
2519	grid.185669.5	Studies in Human Society	1
2520	grid.7080.f	Zoology	1
2521	grid.7080.f	Anthropology	1
2522	grid.7080.f	Biological Sciences	1
2523	grid.7080.f	Studies in Human Society	1
2524	grid.11478.3b	Zoology	1
2525	grid.11478.3b	Anthropology	1
2526	grid.11478.3b	Biological Sciences	1
2527	grid.11478.3b	Studies in Human Society	1
2528	grid.414852.e	Clinical Sciences	1
2529	grid.15895.30	Clinical Sciences	1
2530	grid.22058.3d	Clinical Sciences	1
2531	grid.413448.e	Clinical Sciences	1
2532	grid.411107.2	Clinical Sciences	1
2533	grid.5216.0	Clinical Sciences	1
2534	grid.413363.0	Clinical Sciences	1
2535	grid.10417.33	Clinical Sciences	1
2536	grid.484013.a	Clinical Sciences	1
2537	grid.416409.e	Clinical Sciences	1
2538	grid.5734.5	Clinical Sciences	1
2539	grid.425902.8	Clinical Sciences	1
2540	grid.412180.e	Clinical Sciences	1
2541	grid.454388.6	Clinical Sciences	1
2542	grid.424065.1	Biochemistry and Cell Biology	1
2543	grid.424065.1	Biological Sciences	1
2544	grid.466493.a	Biochemistry and Cell Biology	1
2545	grid.466493.a	Biological Sciences	1
2546	grid.18785.33	Biochemistry and Cell Biology	1
2547	grid.18785.33	Biological Sciences	1
2548	grid.434729.f	Biochemistry and Cell Biology	1
2549	grid.434729.f	Biological Sciences	1
2550	grid.418481.0	Biochemistry and Cell Biology	1
2551	grid.418481.0	Biological Sciences	1
2552	grid.419538.2	Biochemistry and Cell Biology	1
2553	grid.419538.2	Biological Sciences	1
2554	grid.469852.4	Biochemistry and Cell Biology	1
2555	grid.469852.4	Biological Sciences	1
2556	grid.20861.3d	Biochemistry and Cell Biology	1
2557	grid.20861.3d	Biological Sciences	1
2558	grid.418010.c	Biochemistry and Cell Biology	1
2559	grid.418010.c	Biological Sciences	1
2560	grid.433620.0	Biochemistry and Cell Biology	1
2561	grid.433620.0	Biological Sciences	1
2562	grid.475756.2	Biochemistry and Cell Biology	1
2563	grid.475756.2	Biological Sciences	1
2564	grid.457168.9	Biochemistry and Cell Biology	1
2565	grid.457168.9	Biological Sciences	1
2566	grid.11375.31	Biochemistry and Cell Biology	1
2567	grid.11375.31	Biological Sciences	1
2568	grid.9122.8	Biochemistry and Cell Biology	1
2569	grid.9122.8	Biological Sciences	1
2570	grid.440768.9	Economics	1
2571	grid.440768.9	Studies in Human Society	1
2572	grid.9122.8	Studies in Human Society	1
2573	grid.24516.34	Good Health and Well Being	1
2574	grid.24516.34	Cardiorespiratory Medicine and Haematology	1
2575	grid.411937.9	Good Health and Well Being	1
2576	grid.411937.9	Cardiorespiratory Medicine and Haematology	1
2577	grid.415250.7	Good Health and Well Being	1
2578	grid.415250.7	Cardiorespiratory Medicine and Haematology	1
2579	grid.476416.6	Good Health and Well Being	1
2580	grid.476416.6	Cardiorespiratory Medicine and Haematology	1
2581	grid.411527.4	Life on Land	1
2582	grid.411527.4	Environmental Science and Management	1
2583	grid.411527.4	Ecology	1
2584	grid.411527.4	Law	1
2585	grid.411527.4	Environmental Sciences	1
2586	grid.411527.4	Biological Sciences	1
2587	grid.411527.4	Law and Legal Studies	1
2588	grid.13402.34	Life on Land	1
2589	grid.13402.34	Environmental Science and Management	1
2590	grid.13402.34	Ecology	1
2591	grid.13402.34	Law	1
2592	grid.13402.34	Environmental Sciences	1
2593	grid.13402.34	Biological Sciences	1
2594	grid.13402.34	Law and Legal Studies	1
2595	grid.21155.32	Life on Land	1
2596	grid.21155.32	Ecology	1
2597	grid.21155.32	Law	1
2598	grid.21155.32	Law and Legal Studies	1
2599	grid.66741.32	Life on Land	1
2600	grid.66741.32	Environmental Science and Management	1
2601	grid.66741.32	Ecology	1
2602	grid.66741.32	Law	1
2603	grid.66741.32	Environmental Sciences	1
2604	grid.66741.32	Biological Sciences	1
2605	grid.66741.32	Law and Legal Studies	1
2606	grid.216938.7	Life on Land	1
2607	grid.216938.7	Environmental Science and Management	1
2608	grid.216938.7	Ecology	1
2609	grid.216938.7	Law	1
2610	grid.216938.7	Environmental Sciences	1
2611	grid.216938.7	Biological Sciences	1
2612	grid.216938.7	Law and Legal Studies	1
2613	grid.7492.8	Life on Land	1
2614	grid.7492.8	Environmental Science and Management	1
2615	grid.7492.8	Ecology	1
2616	grid.7492.8	Law	1
2617	grid.7492.8	Environmental Sciences	1
2618	grid.7492.8	Biological Sciences	1
2619	grid.7492.8	Law and Legal Studies	1
2620	grid.415105.4	Data Format	1
2621	grid.415105.4	Information Systems	1
2622	grid.415105.4	Information and Computing Sciences	1
2623	grid.7492.8	Geology	1
2624	grid.7492.8	Earth Sciences	1
2625	grid.459983.a	Geology	1
2626	grid.459983.a	Earth Sciences	1
2627	grid.7644.1	Geology	1
2628	grid.7644.1	Earth Sciences	1
2629	grid.1012.2	Geology	1
2630	grid.1012.2	Earth Sciences	1
2631	grid.5326.2	Geology	1
2632	grid.5326.2	Earth Sciences	1
2633	grid.15756.30	Geology	1
2634	grid.15756.30	Earth Sciences	1
2635	grid.6862.a	Geology	1
2636	grid.6862.a	Earth Sciences	1
2637	grid.1957.a	Geology	1
2638	grid.1957.a	Earth Sciences	1
2639	grid.489338.d	Clinical Sciences	1
2640	grid.489338.d	Medical and Health Sciences	1
2641	grid.8664.c	Physical Sciences	1
2642	grid.8664.c	Chemical Sciences	1
2643	grid.8664.c	Engineering	1
2644	grid.411067.5	Astronomical and Space Sciences	1
2645	grid.411067.5	Physical Sciences	1
2646	grid.419820.6	Cardiorespiratory Medicine and Haematology	1
2647	grid.419820.6	Medical and Health Sciences	1
2648	grid.411668.c	Immunology	1
2649	grid.418008.5	Immunology	1
2650	grid.418008.5	Medical and Health Sciences	1
2651	grid.7727.5	Immunology	1
2652	grid.7727.5	Medical and Health Sciences	1
2653	grid.7445.2	Immunology	1
2654	grid.414796.9	Immunology	1
2655	grid.411760.5	Cardiorespiratory Medicine and Haematology	1
2656	grid.419808.c	Cardiorespiratory Medicine and Haematology	1
2657	grid.419808.c	Medical and Health Sciences	1
2658	grid.412468.d	Cardiorespiratory Medicine and Haematology	1
2659	grid.462046.2	Cardiorespiratory Medicine and Haematology	1
2660	grid.462046.2	Medical and Health Sciences	1
2661	grid.412301.5	Cardiorespiratory Medicine and Haematology	1
2662	grid.473749.a	Cardiorespiratory Medicine and Haematology	1
2663	grid.473749.a	Medical and Health Sciences	1
2664	grid.492119.6	Cardiorespiratory Medicine and Haematology	1
2665	grid.492119.6	Medical and Health Sciences	1
2666	grid.419757.9	Cardiorespiratory Medicine and Haematology	1
2667	grid.419757.9	Medical and Health Sciences	1
2668	grid.7489.2	Genetics	1
2669	grid.7489.2	Biological Sciences	1
2670	grid.250820.d	Genetics	1
2671	grid.250820.d	Biological Sciences	1
2672	grid.66875.3a	Genetics	1
2673	grid.66875.3a	Oncology and Carcinogenesis	1
2674	grid.66875.3a	Biological Sciences	1
2675	grid.6734.6	Specialist Studies In Education	1
2676	grid.6734.6	Education	1
2677	grid.1003.2	Peace, Justice and Strong Institutions	1
2678	grid.1003.2	Applied Economics	1
2679	grid.1003.2	Economics	1
2680	grid.10420.37	Peace, Justice and Strong Institutions	1
2681	grid.10420.37	Applied Economics	1
2682	grid.10420.37	Economics	1
2683	grid.5252.0	Applied Economics	1
2684	grid.5252.0	Economics	1
2685	grid.413885.3	Biochemistry and Cell Biology	1
2686	grid.413885.3	Biological Sciences	1
2687	grid.410718.b	Biochemistry and Cell Biology	1
2688	grid.410718.b	Biological Sciences	1
2689	grid.34477.33	Biochemistry and Cell Biology	1
2690	grid.185648.6	Good Health and Well Being	1
2691	grid.185648.6	Immunology	1
2692	grid.413558.e	Good Health and Well Being	1
2693	grid.413558.e	Immunology	1
2694	grid.413561.4	Good Health and Well Being	1
2695	grid.413561.4	Immunology	1
2696	grid.239578.2	Good Health and Well Being	1
2697	grid.239578.2	Immunology	1
2698	grid.152326.1	Good Health and Well Being	1
2699	grid.152326.1	Immunology	1
2700	grid.419518.0	Biochemistry and Cell Biology	1
2701	grid.5801.c	Biochemistry and Cell Biology	1
2702	grid.5801.c	Genetics	1
2703	grid.5801.c	Biological Sciences	1
2704	grid.458449.0	Biochemistry and Cell Biology	1
2705	grid.458449.0	Genetics	1
2706	grid.458449.0	Biological Sciences	1
2707	grid.508836.0	Biochemistry and Cell Biology	1
2708	grid.508836.0	Genetics	1
2709	grid.508836.0	Biological Sciences	1
2710	grid.484013.a	Cardiorespiratory Medicine and Haematology	1
2711	grid.32224.35	Cardiorespiratory Medicine and Haematology	1
2712	grid.454388.6	Medical Microbiology	1
2713	grid.414852.e	Medical Microbiology	1
2714	grid.15895.30	Medical Microbiology	1
2715	grid.13097.3c	Medical Microbiology	1
2716	grid.484013.a	Medical Microbiology	1
2717	grid.412180.e	Medical Microbiology	1
2718	grid.9613.d	Medical Microbiology	1
2719	grid.275559.9	Medical Microbiology	1
2720	grid.411107.2	Medical Microbiology	1
2721	grid.10417.33	Medical Microbiology	1
2722	grid.22058.3d	Medical Microbiology	1
2723	grid.5253.1	Medical Microbiology	1
2724	grid.7177.6	Medical Microbiology	1
2725	grid.413448.e	Medical Microbiology	1
2726	grid.452531.4	Medical Microbiology	1
2727	grid.452531.4	Medical and Health Sciences	1
2728	grid.416409.e	Medical Microbiology	1
2729	grid.425902.8	Medical Microbiology	1
2730	grid.5216.0	Medical Microbiology	1
2731	grid.413363.0	Medical Microbiology	1
2732	grid.7548.e	Medical Microbiology	1
2733	grid.7548.e	Medical and Health Sciences	1
2734	grid.4367.6	Biochemistry and Cell Biology	1
2735	grid.4367.6	Biological Sciences	1
2736	grid.38142.3c	Biochemistry and Cell Biology	1
2737	grid.266102.1	Biochemistry and Cell Biology	1
2738	grid.266100.3	Biochemistry and Cell Biology	1
2739	grid.266100.3	Biological Sciences	1
2740	grid.4305.2	Medical Microbiology	1
2741	grid.411439.a	Medical Microbiology	1
2742	grid.411439.a	Medical and Health Sciences	1
2743	grid.416651.1	Medical Microbiology	1
2744	grid.416651.1	Medical and Health Sciences	1
2745	grid.5164.6	Analytical Chemistry	1
2746	grid.5164.6	Distributed Computing	1
2747	grid.5164.6	Electrical and Electronic Engineering	1
2748	grid.5164.6	Chemical Sciences	1
2749	grid.5164.6	Information and Computing Sciences	1
2750	grid.5164.6	Engineering	1
2751	grid.451312.0	Applied Economics	1
2752	grid.451312.0	Demography	1
2753	grid.451312.0	Economics	1
2754	grid.451312.0	Studies in Human Society	1
2755	grid.420318.c	Applied Economics	1
2756	grid.420318.c	Demography	1
2757	grid.420318.c	Economics	1
2758	grid.420318.c	Studies in Human Society	1
2759	grid.264933.9	Applied Economics	1
2760	grid.264933.9	Demography	1
2761	grid.264933.9	Economics	1
2762	grid.264933.9	Studies in Human Society	1
2763	grid.452146.0	Neurosciences	1
2764	grid.452146.0	Medical and Health Sciences	1
2765	grid.418818.c	Neurosciences	1
2766	grid.418818.c	Medical and Health Sciences	1
2767	grid.5253.1	Neurosciences	1
2768	grid.412603.2	Neurosciences	1
2769	grid.412603.2	Medical and Health Sciences	1
2770	grid.272458.e	Neurosciences	1
2771	grid.272458.e	Medical and Health Sciences	1
2772	grid.22939.33	Biochemistry and Cell Biology	1
2773	grid.22939.33	Biological Sciences	1
2774	grid.4905.8	Biochemistry and Cell Biology	1
2775	grid.4905.8	Biological Sciences	1
2776	grid.4562.5	Artificial Intelligence and Image Processing	1
2777	grid.4562.5	Information and Computing Sciences	1
2778	grid.465313.6	Medicinal and Biomolecular Chemistry	1
2779	grid.465313.6	Organic Chemistry	1
2780	grid.465313.6	Theoretical and Computational Chemistry	1
2781	grid.465313.6	Chemical Sciences	1
2782	grid.448793.5	Built Environment and Design	1
2783	grid.412563.7	Public Health and Health Services	1
2784	grid.412563.7	Medical and Health Sciences	1
2785	grid.14095.39	Public Health and Health Services	1
2786	grid.8379.5	Public Health and Health Services	1
2787	grid.9647.c	Public Health and Health Services	1
2788	grid.7700.0	Public Health and Health Services	1
2789	grid.433867.d	Public Health and Health Services	1
2790	grid.452271.7	Public Health and Health Services	1
2791	grid.452271.7	Medical and Health Sciences	1
2792	grid.476313.4	Public Health and Health Services	1
2793	grid.476313.4	Medical and Health Sciences	1
2794	grid.5734.5	Applied Economics	1
2795	grid.5734.5	Economics	1
2796	grid.17091.3e	Good Health and Well Being	1
2797	grid.17091.3e	Clinical Sciences	1
2798	grid.17091.3e	Medical and Health Sciences	1
2799	grid.411327.2	Good Health and Well Being	1
2800	grid.273335.3	Public Health and Health Services	1
2801	grid.273335.3	Medical and Health Sciences	1
2802	grid.412966.e	Public Health and Health Services	1
2803	grid.427918.1	Public Health and Health Services	1
2804	grid.427918.1	Medical and Health Sciences	1
2805	grid.214458.e	Public Health and Health Services	1
2806	grid.214458.e	Medical and Health Sciences	1
2807	grid.6363.0	Oncology and Carcinogenesis	1
2808	grid.11598.34	Oncology and Carcinogenesis	1
2809	grid.4444.0	Oncology and Carcinogenesis	1
2810	grid.4444.0	Medical and Health Sciences	1
2811	grid.484013.a	Oncology and Carcinogenesis	1
2812	grid.1003.2	Life on Land	1
2813	grid.1003.2	Linguistics	1
2814	grid.1003.2	Language, Communication and Culture	1
2815	grid.5335.0	Life on Land	1
2816	grid.5335.0	Linguistics	1
2817	grid.5335.0	Language, Communication and Culture	1
2818	grid.136594.c	Life on Land	1
2819	grid.136594.c	Linguistics	1
2820	grid.136594.c	Language, Communication and Culture	1
2821	grid.424945.a	Life on Land	1
2822	grid.424945.a	Linguistics	1
2823	grid.424945.a	Language, Communication and Culture	1
2824	grid.7605.4	Life on Land	1
2825	grid.7605.4	Linguistics	1
2826	grid.7605.4	Language, Communication and Culture	1
2827	grid.452927.f	Life on Land	1
2828	grid.452927.f	Linguistics	1
2829	grid.452927.f	Language, Communication and Culture	1
2830	grid.31501.36	Life on Land	1
2831	grid.31501.36	Linguistics	1
2832	grid.31501.36	Language, Communication and Culture	1
2833	grid.435540.3	Life on Land	1
2834	grid.435540.3	Linguistics	1
2835	grid.435540.3	Language, Communication and Culture	1
2836	grid.1002.3	Life on Land	1
2837	grid.1002.3	Linguistics	1
2838	grid.1002.3	Language, Communication and Culture	1
2839	grid.9026.d	Life on Land	1
2840	grid.9026.d	Linguistics	1
2841	grid.9026.d	Language, Communication and Culture	1
2842	grid.450925.f	Life on Land	1
2843	grid.450925.f	Linguistics	1
2844	grid.450925.f	Language, Communication and Culture	1
2845	grid.15876.3d	Life on Land	1
2846	grid.15876.3d	Linguistics	1
2847	grid.15876.3d	Language, Communication and Culture	1
2848	grid.26999.3d	Life on Land	1
2849	grid.26999.3d	Linguistics	1
2850	grid.26999.3d	Language, Communication and Culture	1
2851	grid.7362.0	Life on Land	1
2852	grid.7362.0	Linguistics	1
2853	grid.7362.0	Language, Communication and Culture	1
2854	grid.9435.b	Life on Land	1
2855	grid.9435.b	Linguistics	1
2856	grid.9435.b	Language, Communication and Culture	1
2857	grid.507516.0	Life on Land	1
2858	grid.507516.0	Linguistics	1
2859	grid.507516.0	Language, Communication and Culture	1
2860	grid.7445.2	Life on Land	1
2861	grid.7445.2	Linguistics	1
2862	grid.7445.2	Language, Communication and Culture	1
2863	grid.466790.a	Life on Land	1
2864	grid.466790.a	Linguistics	1
2865	grid.466790.a	Language, Communication and Culture	1
2866	grid.412352.3	Life on Land	1
2867	grid.412352.3	Linguistics	1
2868	grid.412352.3	Language, Communication and Culture	1
2869	grid.411959.1	Life on Land	1
2870	grid.411959.1	Linguistics	1
2871	grid.411959.1	Language, Communication and Culture	1
2872	grid.189504.1	Life on Land	1
2873	grid.189504.1	Linguistics	1
2874	grid.189504.1	Language, Communication and Culture	1
2875	grid.418275.d	Life on Land	1
2876	grid.418275.d	Linguistics	1
2877	grid.418275.d	Language, Communication and Culture	1
2878	grid.9983.b	Life on Land	1
2879	grid.9983.b	Linguistics	1
2880	grid.9983.b	Language, Communication and Culture	1
2881	grid.433534.6	Life on Land	1
2882	grid.433534.6	Linguistics	1
2883	grid.433534.6	Language, Communication and Culture	1
2884	grid.17089.37	Life on Land	1
2885	grid.17089.37	Linguistics	1
2886	grid.17089.37	Language, Communication and Culture	1
2887	grid.267625.2	Life on Land	1
2888	grid.267625.2	Linguistics	1
2889	grid.267625.2	Language, Communication and Culture	1
2890	grid.4991.5	Life on Land	1
2891	grid.4991.5	Linguistics	1
2892	grid.4991.5	Language, Communication and Culture	1
2893	grid.7122.6	Life on Land	1
2894	grid.7122.6	Linguistics	1
2895	grid.7122.6	Language, Communication and Culture	1
2896	grid.35915.3b	Life on Land	1
2897	grid.35915.3b	Linguistics	1
2898	grid.35915.3b	Language, Communication and Culture	1
2899	grid.1021.2	Life on Land	1
2900	grid.1021.2	Linguistics	1
2901	grid.1021.2	Language, Communication and Culture	1
2902	grid.411269.9	Life on Land	1
2903	grid.411269.9	Linguistics	1
2904	grid.411269.9	Language, Communication and Culture	1
2905	grid.12981.33	Life on Land	1
2906	grid.12981.33	Linguistics	1
2907	grid.12981.33	Language, Communication and Culture	1
2908	grid.434729.f	Information Systems	1
2909	grid.434729.f	Information and Computing Sciences	1
2910	grid.9647.c	Information Systems	1
2911	grid.9647.c	Information and Computing Sciences	1
2912	grid.418465.a	Information Systems	1
2913	grid.418465.a	Information and Computing Sciences	1
2914	grid.424699.4	Information Systems	1
2915	grid.63984.30	Information Systems	1
2916	grid.63984.30	Information and Computing Sciences	1
2917	grid.484013.a	Information Systems	1
2918	grid.484013.a	Information and Computing Sciences	1
2919	grid.484013.a	Public Health and Health Services	1
2920	grid.440943.e	Public Health and Health Services	1
2921	grid.440943.e	Medical and Health Sciences	1
2922	grid.6738.a	Sociology	1
2923	grid.6738.a	Studies in Human Society	1
2924	grid.10772.33	Public Health and Health Services	1
2925	grid.10772.33	Medical and Health Sciences	1
2926	grid.263906.8	Good Health and Well Being	1
2927	grid.263906.8	Immunology	1
2928	grid.263906.8	Medical Microbiology	1
2929	grid.263906.8	Medical and Health Sciences	1
2930	grid.20561.30	Good Health and Well Being	1
2931	grid.20561.30	Immunology	1
2932	grid.20561.30	Medical Microbiology	1
2933	grid.20561.30	Medical and Health Sciences	1
2934	grid.458449.0	Good Health and Well Being	1
2935	grid.458449.0	Immunology	1
2936	grid.458449.0	Medical Microbiology	1
2937	grid.458449.0	Medical and Health Sciences	1
2938	grid.10493.3f	Clinical Sciences	1
2939	grid.452235.7	Clinical Sciences	1
2940	grid.6582.9	Immunology	1
2941	grid.469827.6	Affordable and Clean Energy	1
2942	grid.469827.6	Climate Action	1
2943	grid.443245.0	Sustainable Cities and Communities	1
2944	grid.443245.0	Built Environment and Design	1
2945	grid.411760.5	Medical Microbiology	1
2946	grid.48769.34	Neurosciences	1
2947	grid.48769.34	Medical and Health Sciences	1
2948	grid.6612.3	Neurosciences	1
2949	grid.410567.1	Neurosciences	1
2950	grid.433220.4	Neurosciences	1
2951	grid.433220.4	Medical and Health Sciences	1
2952	grid.50956.3f	Neurosciences	1
2953	grid.50956.3f	Medical and Health Sciences	1
2954	grid.21107.35	Neurosciences	1
2955	grid.461772.1	Banking, Finance and Investment	1
2956	grid.461772.1	Commerce, Management, Tourism and Services	1
2957	grid.5963.9	Immunology	1
2958	grid.5963.9	Neurosciences	1
2959	grid.7708.8	Immunology	1
2960	grid.7708.8	Neurosciences	1
2961	grid.7700.0	Immunology	1
2962	grid.418217.9	Immunology	1
2963	grid.418217.9	Neurosciences	1
2964	grid.418217.9	Medical and Health Sciences	1
2965	grid.417834.d	Immunology	1
2966	grid.417834.d	Neurosciences	1
2967	grid.417834.d	Medical and Health Sciences	1
2968	grid.5155.4	Physical Geography and Environmental Geoscience	1
2969	grid.5155.4	Environmental Science and Management	1
2970	grid.5155.4	Earth Sciences	1
2971	grid.5155.4	Environmental Sciences	1
2972	grid.461644.5	Physical Geography and Environmental Geoscience	1
2973	grid.461644.5	Environmental Science and Management	1
2974	grid.461644.5	Earth Sciences	1
2975	grid.461644.5	Environmental Sciences	1
2976	grid.415033.0	Oncology and Carcinogenesis	1
2977	grid.16149.3b	Oncology and Carcinogenesis	1
2978	grid.5734.5	Oncology and Carcinogenesis	1
2979	grid.459693.4	Immunology	1
2980	grid.459693.4	Medical and Health Sciences	1
2981	grid.452463.2	Peace, Justice and Strong Institutions	1
2982	grid.452463.2	Public Health and Health Services	1
