	bra_v1	for_v1_first_level	for_v1_second_level	hra_v1	hrcs_hc_v1	hrcs_rac_v1	icrp_cso_v1	rcdc_v1	sdg_v1	uoa_v1
0	215	426	391	206	194	114	14	274	65	360
